,Address,Postcode,Size in m²,Rooms,Prize in €
0,"Apartment Buikslotermeerplein


                       ", 1025 EV ,70 ,3,"1,700"
0,"Apartment Keizersgracht


                       ", 1017 ES ,62 ,2,"4,500"
0,"Apartment Rapenburgerplein


                       ", 1011 VA ,40 ,1,"3,000"
0,"Apartment Eosstraat


                       ", 1076 DT ,02 ,3,"4,450"
0,"Apartment Pieter Cornelisz. Hooftstraat


                       ", 1071 BS ,84 ,3,"6,000"
0,"Apartment Pieter Cornelisz. Hooftstraat


                       ", 1071 BS ,84 ,3,"1,000"
0,"Apartment Korte Prinsengracht



                       ", 1013 GN ,88 ,3,"3,150"
0,"Apartment Leidsekruisstraat 52


                       ", 1017 RJ ,00 ,3,"4,000"
0,"Apartment Vondelstraat 57 IV


                       ", 1054 GK ,58 ,1,"3,000"
0,"Apartment Driehoekstraat


                       ", 1015 GL ,70 ,3,"2,800"
0,"Apartment Bert Haanstrakade 392 B


                       ", 1087 EC ,59 ,2,"2,350"
0,, 1015 PB ,70 ,7,"4,000"
0,"Apartment Kerkstraat 83 A


                       ", 1017 GC ,70 ,2,"2,500"
0,"Apartment Maassluisstraat 242


                       ", 1062 GL ,82 ,3,"3,500"
0,"Apartment Ditlaar


                       ", 1066 EE ,40 ,1,"1,800"
0,"Apartment Sint Jacobsstraat


                       ", 1012 NC ,80 ,3,"5,000"
0,"Apartment Rustenburgerstraat


                       ", 1074 ET ,35 ,2,"2,500"
0,"Apartment Tommaso Albinonistraat 126


                       ", 1083 HM ,26 ,3,"2,950"
0,"Apartment Orteliusstraat 17 N


                       ", 1057 AR ,60 ,2,"2,500"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 HJ ,65 ,2,"3,000"
0,"Apartment Marnixstraat 192 D


                       ", 1016 TJ ,63 ,3,"2,500"
0,"Apartment Haarlemmerdijk 42 C


                       ", 1013 JD ,64 ,2,"3,500"
0,"Apartment Eastonstraat 119


                       ", 1068 JD ,75 ,4,"2,500"
0,"Apartment Van Woustraat 68 3


                       ", 1073 LN ,60 ,3,"2,900"
0,"Apartment Silodam


                       ", 1013 AW ,90 ,3,"4,500"
0,"Apartment Willem de Zwijgerlaan 112 I


                       ", 1056 JV ,55 ,4,"1,700"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Keizersgracht 135 A2


                       ", 1015 CK ,54 ,2,"2,800"
0,"Apartment Keizersgracht 135 HT


                       ", 1015 CK ,49 ,1,"2,000"
0,, 1104 HH ,50 ,1,€1500
0,, 1034 BT ,40 ,1, €910
0,, 1060 NX ,50 ,1,€1500
0,, 1106 WN ,14 ,4,€1100
0,, 1103 GZ ,50 ,1, €800
0,, 1062 CG ,50 ,1,€2000
0,, 1062 KT ,50 ,1,€2000
0,, 1081 BV ,50 ,1, €900
0,, 1107 CD ,50 ,1,€1500
0,"Apartment Oudezijds Voorburgwal 187 F


                       ", 1012 EW ,60 ,2,"4,500"
0,"Apartment Van Nijenrodeweg 119


                       ", 1083 EH ,85 ,3,"1,700"
0,, 1067 ML ,00 ,5,"4,500"
0,"Apartment Gerard Doustraat 88 1A


                       ", 1072 VW ,30 ,1,"2,000"
0,"Apartment Orteliusstraat


                       ", 1056 PJ ,55 ,4,"2,500"
0,"Apartment Kinkerstraat


                       ", 1053 GG ,50 ,2,"2,500"
0,"Apartment Cornelis van Vollenhovenstraat 178


                       ", 1063 KV ,77 ,3,"2,500"
0,"Apartment Herengracht 76 hs


                       ", 1015 BR ,42 ,2,"2,500"
0,"Apartment Govert Flinckstraat 240 H


                       ", 1073 CD ,50 ,4,"5,500"
0,"Apartment Ferdinand Bolstraat 100 2


                       ", 1072 LN ,65 ,2,"3,000"
0,"Apartment Gustav Mahlerlaan


                       ", 1082 ME ,91 ,4,"8,800"
0,"Apartment Kranenburg


                       ", 1083 JM ,77 ,3,"2,750"
0,"Apartment Sint Jacobsstraat


                       ", 1012 NC ,64 ,2,"2,500"
0,, 1019 DZ ,65 ,2,"2,500"
0,"Apartment Oude Doelenstraat


                       ", 1012 ED ,30 ,1,"2,500"
0,"Apartment Schierstins 46


                       ", 1082 TH ,67 ,3,"2,500"
0,"Apartment Ceintuurbaan


                       ", 1074 CV ,00 ,3,"4,000"
0,"Apartment Revaleiland


                       ", 1014 ZG ,81 ,3,"2,500"
0,"Apartment Revaleiland


                       ", 1014 ZG ,81 ,3,"2,500"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Brouwersgracht 248 F


                       ", 1013 HE ,62 ,2,"2,500"
0,"Apartment Zandpad


                       ", 1054 GA ,20 ,1,"2,000"
0,"Apartment Savelsbos


                       ", 1025 BG ,75 ,4,"3,500"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,80 ,3,"2,600"
0,"Apartment Arent Janszoon Ernststraat


                       ", 1082 LJ ,85 ,5,"4,750"
0,"Apartment Prinsengracht


                       ", 1017 KJ ,64 ,3,"4,500"
0,"Apartment Prinsengracht


                       ", 1017 KJ ,59 ,3,"4,500"
0,"Apartment Bilderdijkkade


                       ", 1053 VN ,05 ,3,"4,500"
0,"Apartment Bilderdijkkade


                       ", 1053 VN ,95 ,2,"4,500"
0,"Apartment Rijnlandlaan


                       ", 1062 MX ,47 ,5,"3,650"
0,"Apartment Eerste Constantijn Huygensstraat


                       ", 1054 BZ ,38 ,2,"2,300"
0,"Apartment Rustenburgerstraat


                       ", 1073 GM ,45 ,2,"3,500"
0,"Apartment Eerste Laurierdwarsstraat


                       ", 1016 PV ,80 ,3,"3,000"
0,"Apartment IJburglaan


                       ", 1087 BS ,12 ,4,"3,500"
0,"Apartment Herengracht 45 B


                       ", 1015 BB ,95 ,3,"4,200"
0,"Apartment Utrechtsedwarsstraat 144 C


                       ", 1017 WK ,81 ,3,"2,950"
0,"Apartment Prinsengracht 303 E


                       ", 1016 GX ,10 ,3,"3,500"
0,"Apartment Plantage Kerklaan 51 I


                       ", 1018 CW ,40 ,4,"3,650"
0,"Apartment August Allebéplein 97


                       ", 1062 AB ,50 ,3,"2,000"
0,"Apartment Rustenburgerstraat


                       ", 1074 ET ,28 ,1,"2,500"
0,"Apartment Hazenstraat


                       ", 1016 SP ,00 ,3,"6,000"
0,"Apartment Dirk van Hasseltssteeg


                       ", 1012 NE ,65 ,3,"4,350"
0,, 1012 RS ,31 ,4,"4,350"
0,"Apartment Prinsengracht 614 C


                       ", 1017 KT ,03 ,4,"4,000"
0,"Apartment Van Eeghenstraat


                       ", 1071 GD ,96 ,5,"0,200"
0,"Apartment Bartholomeus Diazstraat


                       ", 1057 TB ,50 ,3,"2,800"
0,, 1106 DM ,12 ,1,€1100
0,, 1017 SP ,"
8 ",1,€2500
0,"Apartment Keizersgracht


                       ", 1015 CL ,75 ,2,"3,150"
0,, 1016 BW ,00 ,3,"4,500"
0,"Apartment Oostelijke Handelskade 1141


                       ", 1019 DN ,00 ,3,"3,150"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Geuzenstraat


                       ", 1056 KB ,50 ,2,"2,300"
0,"Apartment Elzenhagensingel 317


                       ", 1022 LA ,10 ,3,"3,500"
0,"Apartment Vrijheidslaan 4


                       ", 1078 PJ ,25 ,2,"1,300"
0,"Apartment Commelinstraat 250


                       ", 1093 VD ,30 ,2,"2,500"
0,, 1066 PX ,12 ,2,€1300
0,"Apartment Quellijnstraat


                       ", 1072 XW ,75 ,2,"6,500"
0,"Apartment Nieuwe Kerkstraat


                       ", 1018 DW ,10 ,4,"5,900"
0,"Apartment Keizersgracht


                       ", 1016 EJ ,00 ,3,"6,000"
0,"Apartment Berenstraat


                       ", 1016 GG ,95 ,4,"5,900"
0,"Apartment Govert Flinckstraat


                       ", 1074 CC ,10 ,2,"6,500"
0,"Apartment Julius Pergerstraat 162



                       ", 1087 KP ,80 ,3,"2,800"
0,"Apartment Rembrandtplein


                       ", 1017 CT ,65 ,3,"2,300"
0,"Apartment Sophialaan


                       ", 1075 BL ,70 ,3,"5,000"
0,, 1054 GT ,23 ,7,"4,550"
0,"Apartment Eerste Lindendwarsstraat


                       ", 1015 LE ,95 ,3,"6,000"
0,"Apartment Brouwersgracht


                       ", 1015 GB ,58 ,2,"2,300"
0,"Apartment Sassenheimstraat 73 1


                       ", 1059 BE ,65 ,2,"2,200"
0,"Apartment Oudezijds Voorburgwal 302 D


                       ", 1012 GL ,30 ,3,"4,650"
0,"Apartment Revaleiland 444


                       ", 1014 ZG ,46 ,4,"4,500"
0,"Apartment Nieuwe Herengracht


                       ", 1011 RM ,92 ,3,"2,950"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"3,000"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,99 ,4,"2,200"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,06 ,3,"3,000"
0,"Apartment Carnapstraat


                       ", 1062 KT ,92 ,3,"3,000"
0,, 1106 HA ,12 ,1, €900
0,, 1012 LR ,17 ,1,€1850
0,"Apartment Utrechtsedwarsstraat


                       ", 1017 WK ,02 ,3,"4,500"
0,"Apartment Kea Boumanstraat 42 A


                       ", 1095 MA ,90 ,3,"2,500"
0,"Apartment Lange Niezel 20 III


                       ", 1012 GT ,40 ,2,"2,500"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"3,000"
0,"Apartment Kromme-Mijdrechtstraat


                       ", 1079 KR ,60 ,2,"3,500"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Herengracht


                       ", 1016 BE ,70 ,3,"4,500"
0,"Apartment Korte Leidsedwarsstraat


                       ", 1017 PZ ,72 ,3,"3,500"
0,"Apartment Gravenstraat


                       ", 1012 NL ,70 ,2,"2,000"
0,"Apartment Gustav Mahlerlaan 274


                       ", 1082 ME ,50 ,3,"6,000"
0,"Apartment Beulingstraat


                       ", 1017 BA ,05 ,3,"3,650"
0,"Apartment Pesetalaan


                       ", 1060 SC ,35 ,1,"2,350"
0,"Apartment Prinsengracht 358 1


                       ", 1016 JA ,91 ,3,"5,000"
0,"Apartment Cruquiusweg


                       ", 1019 AT ,05 ,1,€1500
0,"Apartment Utrechtsedwarsstraat


                       ", 1017 WK ,05 ,3,"4,500"
0,"Apartment Mercatorstraat 67 HS


                       ", 1056 PZ ,74 ,3,"3,150"
0,"Apartment Tweede Laurierdwarsstraat 1 B


                       ", 1016 RA ,55 ,2,"2,150"
0,, 1082 MK ,53 ,2,"3,600"
0,"Apartment Eosstraat 444


                       ", 1076 DT ,95 ,3,"3,500"
0,"Apartment Nassaukade 173 H


                       ", 1053 LM ,85 ,3,€1500
0,"Apartment Keizersgracht 489 B1


                       ", 1017 DM ,07 ,2,"4,750"
0,"Apartment John Blankensteinstraat


                       ", 1095 MB ,20 ,3,"6,200"
0,"Apartment Hogeweg


                       ", 1098 CE ,69 ,4,"8,000"
0,"Apartment Lijnbaansgracht


                       ", 1016 KT ,49 ,2,"3,000"
0,"Apartment Doornburg 119


                       ", 1081 JX ,40 ,3,"4,650"
0,"Apartment Eosstraat


                       ", 1076 DT ,98 ,3,"3,050"
0,"Apartment Kotterspad 37


                       ", 1081 KP ,00 ,3,"4,000"
0,"Apartment Korte Prinsengracht


                       ", 1013 GS ,00 ,4,"4,650"
0,"Apartment Tweede Van der Helststraat


                       ", 1073 AE ,48 ,1,"2,000"
0,"Apartment Tourniairestraat


                       ", 1065 KK ,19 ,1, €450
0,"Apartment Frans Halsstraat 94 1


                       ", 1072 BX ,47 ,2,"2,500"
0,"Apartment Gillis van Ledenberchstraat 29 1


                       ", 1052 TZ ,55 ,3,"2,500"
0,"Apartment Zwanenburgwal 294


                       ", 1011 JH ,25 ,3,"2,950"
0,"Apartment De Boelelaan


                       ", 1082 RH ,85 ,3,"2,500"
0,"Apartment Spuistraat 300


                       ", 1012 VX ,65 ,3,"3,500"
0,"Apartment Nieuwezijds Voorburgwal 42 C


                       ", 1012 SB ,74 ,3,"3,150"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Kromme-Mijdrechtstraat


                       ", 1079 KR ,60 ,2,"3,500"
0,, 1071 AP ,52 ,5,"7,000"
0,"Apartment Foppingadreef 26


                       ", 1102 CX ,16 ,1, €900
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"3,150"
0,"Apartment Maassluisstraat


                       ", 1062 GS ,42 ,1,"2,350"
0,, 1077 PW ,50 ,5,"7,900"
0,"Apartment Groenburgwal


                       ", 1011 HW ,65 ,2,"1,700"
0,"Apartment Peelstraat


                       ", 1079 RN ,60 ,2,"2,500"
0,"Apartment Van Boshuizenstraat


                       ", 1083 AW ,75 ,3,"2,500"
0,"Apartment Dam 5 T


                       ", 1012 JS ,38 ,3,"5,000"
0,"Apartment Van Leijenberghlaan


                       ", 1082 GM ,94 ,3,"7,500"
0,, 1036 KD ,00 ,0,"8,000"
0,"Apartment Pieter Calandlaan 841


                       ", 1069 SC ,21 ,4,"3,150"
0,"Apartment Oudezijds Voorburgwal 132 E


                       ", 1012 GH ,71 ,2,"2,500"
0,"Apartment Prinsengracht 299 B


                       ", 1016 GX ,70 ,2,"3,500"
0,"Apartment Stadhouderskade 117 A


                       ", 1073 AZ ,55 ,3,"3,500"
0,"Apartment Gravenstraat


                       ", 1012 NL ,70 ,2,"2,000"
0,, 1043 BS ,25 ,1, €910
0,, 1101 CJ ,25 ,1, €910
0,"Apartment Gaasterlandstraat


                       ", 1079 RH ,25 ,3,"4,750"
0,"Apartment Rooseveltlaan 169 3


                       ", 1079 AM ,10 ,3,"3,650"
0,"Apartment Count Basiestraat


                       ", 1066 GM ,60 ,2,"2,350"
0,, 1073 EP ,50 ,6,"3,650"
0,"Apartment Prinsengracht


                       ", 1016 GX ,70 ,2,"3,500"
0,"Apartment Stadionweg


                       ", 1077 TE ,51 ,2,"2,500"
0,"Apartment Dolingadreef


                       ", 1102 WS ,60 ,2,"2,350"
0,, 1075 XH ,20 ,3,"3,650"
0,"Apartment Westerlengte 61


                       ", 1034 SX ,93 ,5,"2,500"
0,"Apartment Sarphatistraat


                       ", 1017 WS ,75 ,3,"7,000"
0,"Apartment Valkenburgerstraat 127


                       ", 1011 MH ,70 ,3,"3,500"
0,"Apartment Agatha Dekenstraat 48 1


                       ", 1053 AR ,45 ,2,"2,150"
0,"Apartment Brouwersgracht 248 B


                       ", 1013 HE ,62 ,2,"2,800"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Leliegracht 12 1


                       ", 1015 DE ,95 ,2,"3,650"
0,"Apartment Rijnstraat


                       ", 1079 HT ,02 ,5,"3,500"
0,"Apartment Laan van Vlaanderen


                       ", 1066 MT ,80 ,3,"3,000"
0,"Apartment Hofgeest


                       ", 1102 EE ,11 ,4,"2,500"
0,"Apartment Nieuwe Herengracht


                       ", 1011 RL ,58 ,2,"2,500"
0,"Apartment Herenmarkt


                       ", 1013 ED ,55 ,2,"3,000"
0,"Apartment Nieuwezijds Voorburgwal


                       ", 1012 SJ ,65 ,2,"2,300"
0,"Apartment Rijnstraat 250 I


                       ", 1079 HW ,65 ,3,"3,150"
0,"Apartment Rosy Wertheimstraat


                       ", 1082 MZ ,85 ,3,"3,500"
0,"Apartment Droogbak


                       ", 1013 GG ,70 ,3,"4,000"
0,"Apartment Amstel 192 A


                       ", 1017 AG ,05 ,3,"5,000"
0,"Apartment Leliegracht 12 II


                       ", 1015 DE ,60 ,4,"4,350"
0,, 1077 XM ,71 ,6,"8,000"
0,"Apartment Nieuwezijds Voorburgwal 347 II


                       ", 1012 RM ,05 ,4,"5,500"
0,"Apartment Van der Hoopstraat


                       ", 1051 VN ,50 ,2,"3,500"
0,"Apartment Stadionkade 19 III


                       ", 1077 VK ,40 ,8,"8,000"
0,"Apartment Leksmondhof 294


                       ", 1108 GB ,70 ,3,"2,000"
0,"Apartment Lauriergracht


                       ", 1016 RJ ,00 ,3,"3,650"
0,"Apartment Rijnlandlaan


                       ", 1062 MX ,18 ,4,"3,450"
0,"Apartment Krom Boomssloot 61


                       ", 1011 GS ,60 ,2,"2,800"
0,"Apartment Rokin 18 C


                       ", 1012 KR ,55 ,2,"4,000"
0,"Apartment Prinsengracht


                       ", 1015 DT ,95 ,2,"3,500"
0,"Apartment Koopvaardersplantsoen


                       ", 1034 KE ,30 ,4,"3,500"
0,"Apartment Koopvaardersplantsoen


                       ", 1034 KE ,10 ,4,"4,000"
0,"Apartment Bolestein


                       ", 1081 EM ,90 ,3,"2,150"
0,, 1105 BM ,85 ,3,"2,350"
0,"Apartment Gustav Mahlerlaan 242


                       ", 1082 ME ,44 ,3,"4,700"
0,"Apartment Kerkstraat


                       ", 1017 HW ,80 ,3,"2,500"
0,, 1017 KA ,80 ,1,"3,600"
0,"Apartment Keizersgracht 337 H


                       ", 1016 EG ,30 ,4,"5,500"
0,"Apartment Brouwersgracht 248 F


                       ", 1013 HE ,62 ,2,"2,500"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Tweede Hugo de Grootstraat 45 T


                       ", 1052 LB ,71 ,2,"2,500"
0,"Apartment Westhavenweg


                       ", 1042 AL ,10 ,5,"5,500"
0,"Apartment Duivendrechtsekade


                       ", 1096 AH ,19 ,1, €700
0,"Apartment Rustenburgerstraat 146 A20


                       ", 1073 GJ ,55 ,3,"2,500"
0,"Apartment Amstelveld 3


                       ", 1017 JD ,30 ,3,"6,200"
0,"Apartment Jollenpad 10 B


                       ", 1081 KC ,95 ,3,"9,000"
0,"Apartment Heathrowstraat


                       ", 1043 CE ,21 ,1, €890
0,"Apartment Singel


                       ", 1016 AA ,85 ,3,"5,500"
0,"Apartment Dufaystraat


                       ", 1075 GS ,74 ,2,"4,450"
0,"Apartment Lauriergracht


                       ", 1016 RV ,37 ,2,"2,500"
0,"Apartment IJdok


                       ", 1013 MM ,55 ,2,"4,500"
0,"Apartment Amstelveenseweg


                       ", 1075 XL ,70 ,3,"3,500"
0,"Apartment Koningslaan 24 B


                       ", 1075 AD ,95 ,3,"9,000"
0,, 1016 TA ,00 ,4,"4,650"
0,"Apartment Leidsegracht 94 A bel


                       ", 1016 CS ,85 ,4,"5,000"
0,"Apartment Van Baerlestraat


                       ", 1071 AS ,80 ,3,"3,650"
0,"Apartment Damrak 11 I



                       ", 1012 LG ,74 ,4,"4,350"
0,"Apartment Van Leijenberghlaan


                       ", 1082 GM ,16 ,4,"4,050"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,05 ,4,"5,000"
0,"Apartment Koningin Wilhelminaplein


                       ", 1062 KS ,90 ,3,"3,500"
0,"Apartment S. F. van Ossstraat


                       ", 1068 JS ,80 ,4,"3,500"
0,"Apartment Valeriusstraat 238 bel


                       ", 1075 GL ,62 ,2,"2,800"
0,"Apartment Warmoesstraat


                       ", 1012 HX ,75 ,2,"3,000"
