,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
1315,Westermarkt 15 B                       , 1016 DH ,62.0,2,3500.0,56.45161290322582,52.373873,4.884165
1316,Meer en Vaart 6 A                       , 1068 ZZ ,120.0,4,2500.0,20.83333333333333,52.358948,4.807396
1317,Leliegracht 49 4                       , 1016 GT ,74.0,2,4300.0,58.1081081081081,52.375654,4.884615
1318,Stadhouderskade 142 I                       , 1074 BA ,157.0,4,7600.0,48.40764331210191,52.358086,4.901308
1319,Eosstraat                       , 1076 DT ,94.0,3,3150.0,33.51063829787234,52.346015,4.8552610000000005
1320,Stadionweg                       , 1076 NM ,60.0,2,3000.0,50.0,52.345615,4.859659
1321,Tintorettostraat 17 II                       , 1077 RN ,166.0,5,2950.0,17.77108433734939,52.347136,4.869895
1322,Wamberg 69                       , 1083 CZ ,118.0,4,4500.0,38.135593220338976,52.327548,4.885981
1323,Van Speijkstraat                       , 1057 GZ ,65.0,2,2300.0,35.384615384615394,52.368808,4.860388
1324,Faas Wilkesstraat                       , 1095 MD ,85.0,4,3150.0,37.058823529411775,52.37289000000001,4.968642
1325,Dijkgraafplein                       , 1069 EV ,99.0,4,2500.0,25.25252525252525,52.356327,4.786068
1326,Gibraltarstraat                       , 1055 NK ,50.0,3,2500.0,50.0,52.384051,4.850001
1327,Stadionplein                       , 1076 CK ,75.0,3,2150.0,28.66666666666667,52.344975,4.856643
1328,Eerste Van der Helststraat                       , 1073 AA ,70.0,3,3150.0,45.0,52.356993,4.892697
1329,Gerard Doustraat 69 B                       , 1072 VL ,55.0,2,3000.0,54.54545454545455,52.355792,4.891269
1330,Rondeel 56                       , 1083 ME ,100.0,3,2500.0,25.0,52.327574,4.881419
1331,Vondelstraat 122 3                       , 1054 GS ,70.0,2,3500.0,50.0,52.361242,4.873078
1332,Parnassusweg 159                       , 1077 DE ,110.0,4,4450.0,40.45454545454545,52.343319,4.868692
1333,Staalkade 6 H                       , 1011 JN ,62.0,3,3500.0,56.45161290322582,52.367738,4.897963
1334,Bos en Lommerplantsoen 43 A                       , 1055 AA ,30.0,1,2500.0,83.33333333333333,52.376791,4.844659
1335,Termini 463                       , 1025 XM ,75.0,3,3000.0,40.0,52.40174,4.934002
1336,Termini 419                       , 1025 XM ,69.0,3,2300.0,33.333333333333336,52.401809,4.934037
1337,Bilderdijkstraat 195 3A                       , 1053 KS ,30.0,2,2300.0,76.66666666666667,52.36658900000001,4.872957
1338,Rustenburgerstraat 303 1                       , 1073 GE ,50.0,3,4000.0,80.0,52.351992,4.8960230000000005
1339,Omval 261                       , 1096 HR ,80.0,3,3500.0,43.75,52.344245,4.915994
1340,Markonstraat 3                       , 1096 GA ,141.0,4,2500.0,17.730496453900713,52.339395,4.917887
1341,Billie Holidaystraat                       , 1066 HA ,30.0,2,1300.0,43.33333333333334,52.342771,4.823815
1342,Mosplein 8 C                       , 1031 AA ,83.0,3,2000.0,24.09638554216868,52.392409,4.913469
1343,Volewijkshof 32                       , 1031 AH ,96.0,5,3000.0,31.25,52.391159,4.913519
1344,Oudezijds Voorburgwal 171 C                       , 1012 EV ,55.0,2,2300.0,41.81818181818182,52.371965,4.896375
1345,Berenstraat                       , 1016 GH ,45.0,1,2500.0,55.55555555555557,52.370433,4.882517
1346,Eerste Tuindwarsstraat                       , 1015 RV ,34.0,2,2500.0,73.52941176470588,52.377595,4.883729
1347,Groenhoven 751                       , 1103 LX ,14.0,1,1500.0,107.14285714285714,52.326224,4.976108
1348,Marco Polostraat                       , 1057 WR ,60.0,2,3000.0,50.0,52.370862,4.855134
1349,Huidekoperstraat 22 K                       , 1017 ZM ,90.0,2,4450.0,49.444444444444436,52.359099,4.8976180000000005
1350,Plantage Kerklaan 10 1                       , 1018 TA ,59.0,3,2200.0,37.288135593220346,52.365671,4.911332
1351,Albert Cuypstraat                       , 1072 CR ,52.0,2,2800.0,53.84615384615386,52.354637,4.886776
1352,Burgemeester Fockstraat                       , 1063 EB ,91.0,5,2500.0,27.47252747252747,52.38225900000001,4.833741000000002
1353,Hobbemakade                       , 1071 XK ,75.0,2,3500.0,46.66666666666666,52.35056,4.885511
1354,Amstel                       , 1018 EK ,75.0,2,3500.0,46.66666666666666,52.366979,4.895543
1355,Brederodestraat                       , 1054 VC ,65.0,3,2350.0,36.153846153846146,52.360696,4.861962
1356,Kinkerstraat 59 IV                       , 1053 DE ,65.0,4,3150.0,48.46153846153846,52.367244,4.8726410000000016
1357,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1358,Fagelstraat 71 2                       , 1052 EZ ,57.0,3,3500.0,61.403508771929815,52.380101,4.875811
1359,Nicolaas Maesstraat                       , 1071 PR ,65.0,3,2500.0,38.46153846153846,52.354105,4.8780230000000016
1360,Leidsegracht 24 4                       , 1016 CL ,80.0,2,3150.0,39.375,52.387005,4.884428
1361,Kiefskamp                       , 1082 JZ ,105.0,3,5000.0,47.61904761904761,52.330429,4.87253
1362,Binnen Brouwersstraat                       , 1013 EE ,97.0,4,5700.0,58.762886597938135,52.380011,4.890532
1363,Willemsstraat 204                       , 1015 JG ,90.0,3,4500.0,50.0,52.38102,4.882468
1364,Willemsstraat 206                       , 1015 JG ,90.0,3,4500.0,50.0,52.381011,4.882439
1365,Willemsstraat 208                       , 1015 JG ,89.0,3,4500.0,50.56179775280898,52.381001,4.882395
1366,Preangerstraat 11 D                       , 1095 GZ ,89.0,3,1700.0,19.101123595505623,52.36117700000001,4.94356
1367,Emmy Andriessestraat 328                       , 1087 ML ,119.0,4,2000.0,16.80672268907563,52.348519,5007176.0
1368,Koopvaardersplantsoen 20                       , 1034 KE ,94.0,3,1700.0,18.08510638297872,52.406104,4.915218
1369,De Wittenkade 55 C                       , 1052 AD ,90.0,3,3900.0,43.33333333333334,52.383979,4.878895
1370,De Wittenkade 11 E                       , 1052 AA ,103.0,4,3000.0,29.12621359223301,52.382735,4.87581
1371,Derde Oosterparkstraat 248                       , 1092 EL ,57.0,2,3000.0,52.631578947368425,52.358322,4.923419
1372,Jan van Zutphenstraat                       , 1069 RR ,97.0,3,2600.0,26.804123711340214,52.349978,4.799207
1373,Kijkduinstraat                       , 1055 XP ,54.0,3,2300.0,42.5925925925926,52.383184,4.853087
1374,Elizabeth Cady Stantonplein                       , 1102 BL ,28.0,1,1850.0,66.07142857142857,52.315881,4.952572
1375,Govert Flinckstraat 122 1                       , 1072 EM ,70.0,2,4000.0,57.14285714285714,52.354541,4.890843
1376,Nassaukade                       , 1052 CE ,85.0,4,4000.0,47.05882352941178,52.379572,4.878407
1377,Vondelstraat 57 pt                       , 1054 GK ,80.0,3,4350.0,54.375,52.361503000000006,4.875125
1378,Langswater 859                       , 1069 EH ,65.0,3,2500.0,38.46153846153846,52.359054,4.788018
1379,Raamdwarsstraat 4                       , 1016 XN ,75.0,3,3500.0,46.66666666666666,52.365975,4.880452
1380,Solitudolaan                       , 1096 DS ,94.0,3,2950.0,31.38297872340425,52.34125,4.921543
1381,Lindenhoeveweg                       , 1096 DT ,64.0,3,3000.0,46.875,52.340525,4.921696
1382,Faas Wilkesstraat 163 A                       , 1095 MD ,73.0,2,2700.0,36.98630136986301,52.373594,4.968041
1383,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1384,Bolestein 392                       , 1081 EG ,93.0,3,3000.0,32.25806451612903,52.324358,4.858534
1385,Prins Hendrikkade 129 4V                       , 1011 AP ,70.0,3,3000.0,42.857142857142854,52.373925,4.905281
1386,Willem de Zwijgerlaan 132 H                       , 1056 JV ,55.0,2,2150.0,39.09090909090909,52.37417,4.863574
1387,Rondeel                       , 1083 MG ,93.0,3,3000.0,32.25806451612903,52.327495,4.880712
1388,Overvoorde                       , 1082 GB ,68.0,3,2500.0,36.76470588235294,52.32619,4.872353
1389,Esmoreitstraat 31 3                       , 1055 CA ,70.0,4,3500.0,50.0,52.377603,4.851358
1390,Spuistraat                       , 1012 VN ,52.0,2,2150.0,41.346153846153854,52.37056,4.889144
1391,Amsteldijk                       , 1074 HS ,82.0,3,4750.0,57.926829268292686,52.34712800000001,4.910959
1392,Frieslandstraat 177                       , 1082 TN ,90.0,3,2500.0,27.777777777777786,52.333429,4.876129
1393,Waverstraat                       , 1079 VH ,55.0,3,3000.0,54.54545454545455,52.346014,4.908976
1394,Van Nijenrodeweg                       , 1082 HP ,35.0,2,3000.0,85.71428571428571,52.327461,4.858417
1395,Kleiburg 722                       , 1104 EA ,100.0,3,2150.0,21.5,52.318769,4.978796
1396,Burgemeester Fockstraat                       , 1063 EA ,65.0,3,2150.0,33.07692307692308,52.38225900000001,4.833741000000002
1397,Faas Wilkesstraat 391                       , 1095 MD ,50.0,2,2300.0,46.0,52.37289000000001,4.968642
1398,Burgemeester Hogguerstraat                       , 1064 CR ,50.0,2,2500.0,50.0,52.373285,4.829275
1399,Govert Flinckstraat                       , 1072 EM ,101.0,3,6500.0,64.35643564356435,52.355581,4.895827
1400,Bolestein                       , 1081 EE ,78.0,3,2500.0,32.05128205128205,52.324358,4.858534
1401,Burgemeester Hogguerstraat 793 C                       , 1064 EB ,44.0,2,2500.0,56.81818181818182,52.372137,4.829339
1402,Burgemeester Hogguerstraat 791 D                       , 1064 EB ,50.0,2,2500.0,50.0,52.372515,4.829306
1403,Rondeel 48                       , 1083 ME ,100.0,3,2500.0,25.0,52.327583,4.881433
1404,Boeroestraat                       , 1095 VP ,79.0,3,3000.0,37.9746835443038,52.364488,4.943091000000001
1405,Keizersgracht 114 A                       , 1015 CV ,70.0,2,4000.0,57.14285714285714,52.377085,4.8870510000000005
1406,Mary van der Sluisstraat                       , 1095 ME ,42.0,1,2500.0,59.523809523809526,52.375056,4.963563
1407,Prinseneiland 27 B                       , 1013 LL ,83.0,3,5000.0,60.240963855421676,52.386327,4.887727
1408,Wilhelminastraat 170 III                       , 1054 WS ,85.0,3,3500.0,41.1764705882353,52.36086,4.859826
1409,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1410,Parnassusweg 183                       , 1077 DE ,80.0,3,4450.0,55.625,52.343283,4.868693
1411,Utrechtsestraat                       , 1017 VS ,50.0,2,1700.0,34.0,52.363945,4.898329
1412,Van Reigersbergenstraat                       , 1052 SP ,45.0,2,2350.0,52.22222222222222,52.372566,4.869574
1413,Overschiestraat 170 B6                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1414,Spuistraat                       , 1012 VP ,55.0,2,3500.0,63.63636363636363,52.37056,4.889144
1415,Spuistraat                       , 1012 VP ,66.0,3,3650.0,55.30303030303031,52.37056,4.889144
1416,J.J. Cremerplein                       , 1054 TL ,60.0,3,3000.0,50.0,52.359371,4.858101
1417,Nieuwe Prinsengracht                       , 1018 VW ,64.0,3,2800.0,43.75,52.363535,4.905843
1418,Tweede Nassaustraat 40 2                       , 1052 BP ,60.0,3,2500.0,41.66666666666666,52.382019,4.879093
1419,Lindengracht 78 H                       , 1015 KJ ,65.0,2,2500.0,38.46153846153846,52.380576,4.885999
1420,Rustenburgerstraat                       , 1072 HB ,51.0,3,3500.0,68.62745098039215,52.35135,4.890665
1421,Willem de Zwijgerlaan                       , 1055 RD ,60.0,2,2000.0,33.333333333333336,52.371166,4.8631980000000015
1422,Kerkstraat 167 II                       , 1017 GH ,78.0,3,4350.0,55.769230769230774,52.363388,4.889255
1423,Brouwersgracht                       , 1013 HG ,80.0,3,4500.0,56.25,52.38192700000001,4.885534
1424,Termini 403                       , 1025 XM ,68.0,3,2300.0,33.823529411764696,52.401758,4.933992
1425,Grote Ruwenberg                       , 1083 BR ,68.0,3,2500.0,36.76470588235294,52.325415,4.8842
1426,Oudezijds Voorburgwal 43 B                       , 1012 EJ ,28.0,2,2000.0,71.42857142857143,52.374414,4.899625
1427,Singel                       , 1012 WG ,75.0,2,3000.0,40.0,52.375858,4.891292
1428,Anjeliersstraat 55                       , 1015 ND ,28.0,2,2500.0,89.2857142857143,52.37778400000001,4.884513
1429,Termini 405                       , 1025 XM ,68.0,3,2300.0,33.823529411764696,52.401769,4.934
1430,Termini 393                       , 1025 XM ,75.0,3,2300.0,30.66666666666667,52.401747,4.933986
1431,Ruiseveenpad 102                       , 1106 AN ,85.0,5,2500.0,29.411764705882355,52.297131,4.976259
1432,Prins Hendrikkade                       , 1011 TC ,99.0,3,2000.0,20.2020202020202,52.378884,4.895995
1433,Lia Doranastraat 21                       , 1031 HK ,91.0,4,3000.0,32.967032967032964,52.394007,4.899278
1434,Balistraat 76 1                       , 1094 JR ,42.0,2,2500.0,59.523809523809526,52.363061,4.935452
1435,Corantijnstraat                       , 1058 DC ,54.0,2,2500.0,46.2962962962963,52.361822,4.852588
1436,Jan Tooropstraat                       , 1062 BK ,81.0,2,2500.0,30.8641975308642,52.370389,4.839527
1437,Welnastraat                       , 1096 GJ ,177.0,5,6000.0,33.898305084745765,52.339568,4.919455
1438,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1439,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1440,Singel                       , 1012 VH ,110.0,3,4500.0,40.90909090909091,52.375858,4.891292
1441,Amsteldijk 47 hs                       , 1074 HW ,140.0,3,4500.0,32.142857142857146,52.35463,4.905917
1442,Rinus Michelslaan 239                       , 1061 MB ,60.0,2,2000.0,33.333333333333336,52.373158,4.838783
1443,Derde Weteringdwarsstraat                       , 1017 TA ,95.0,5,4200.0,44.21052631578947,52.361044,4.889863
1444,Haarlemmer Houttuinen                       , 1013 GM ,100.0,4,4000.0,40.0,52.38254000000001,4.888964
1445,Prinsengracht                       , 1016 HM ,100.0,3,3650.0,36.5,52.362122,4.898975
1446,Jan van Zutphenstraat 127                       , 1069 RR ,128.0,4,4450.0,34.765625,52.350568,4.802164
1447,Haarlemmerstraat                       , 1013 ES ,36.0,2,2300.0,63.88888888888889,52.380313,4.891784
1448,Herengracht                       , 1016 BJ ,70.0,2,3150.0,45.0,52.365048,4.898317
1449,Van Nijenrodeweg 366                       , 1082 HE ,87.0,3,3150.0,36.206896551724135,52.327531,4.877546
1450,Postjesweg 246                       , 1061 AX ,140.0,4,2950.0,21.071428571428573,52.364306,4.835558
1451,Beursstraat 33 M                       , 1012 JV ,42.0,2,4000.0,95.23809523809523,52.374635,4.8964120000000015
1452,Veembroederhof                       , 1019 HD ,100.0,3,4450.0,44.5,52.376463,4.923644
1453,Lia Doranastraat                       , 1031 HK ,90.0,4,3000.0,33.333333333333336,52.39386,4.899778
1454,Parnassusweg                       , 1076 AT ,80.0,3,3500.0,43.75,52.335035,4.868999
1455,Jan van Riebeekstraat 15 3                       , 1057 ZW ,52.0,2,3500.0,67.30769230769229,52.370566,4.857654
1456,Albert Cuypstraat                       , 1073 BL ,38.0,1,2500.0,65.78947368421052,52.354637,4.886776
1457,Kerkstraat                       , 1017 HX ,100.0,4,4750.0,47.5,52.362923,4.898906
1458,Gustav Mahlerlaan                       , 1082 MK ,45.0,1,2000.0,44.444444444444436,52.336678000000006,4.877193
1459,Pieter Calandlaan                       , 1068 NE ,81.0,3,2150.0,26.543209876543212,52.352802,4.803401999999998
1460,Bilderdijkstraat                       , 1053 KN ,50.0,2,2750.0,55.0,52.37083,4.869921
1461,Nieuwe Achtergracht 83 IV                       , 1018 WN ,59.0,2,3000.0,50.847457627118644,52.362966,4.909027
1462,Nieuwe Hoogstraat 6 III                       , 1011 HE ,55.0,2,2000.0,36.36363636363637,52.370772,4.899325
1463,Krooswijkhof 35                       , 1083 JB ,110.0,3,3000.0,27.272727272727273,52.33447,4.882
1464,Westerstraat                       , 1015 MP ,24.0,1,2000.0,83.33333333333333,52.377634,4.879553
1465,Wamberg 53                       , 1083 CX ,113.0,4,4450.0,39.38053097345133,52.327593,4.885966000000002
1466,Hobbemastraat 4 III                       , 1071 ZA ,45.0,2,2150.0,47.77777777777778,52.361228,4.882385
1467,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
1468,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
1469,Valeriusstraat 41 hs                       , 1071 MD ,187.0,7,9500.0,50.80213903743316,52.354654,4.8710260000000005
1470,Ruysdaelstraat 38 2                       , 1071 XD ,70.0,2,3000.0,42.857142857142854,52.354151,4.883567
1471,Ruysdaelstraat 36 2                       , 1071 XD ,65.0,2,2150.0,33.07692307692308,52.354169,4.883655
1472,Clauskindereweg 61                       , 1069 HN ,10.0,1,1100.0,110.0,52.354605,4.795153
1473,Johannes Worpstraat                       , 1076 BC ,95.0,3,3500.0,36.8421052631579,52.342126,4.866694
1474,Prinsengracht 42 2                       , 1015 DW ,75.0,3,4450.0,59.33333333333334,52.366207,4.882314
1475,Bosboom Toussaintstraat                       , 1054 AM ,63.0,3,2200.0,34.920634920634924,52.365548,4.87606
1476,Marcusstraat 5 3                       , 1091 TH ,55.0,3,2800.0,50.90909090909091,52.351519,4.912129
