,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude,Status
418,Wilhelminastraat                       , 1054 WH ,65.0,3,2000.0,30.76923076923077,52.361.416,4.862.565,success
419,Baarsjesweg 235 2                       , 1058 AA ,53.0,2,2150.0,40.56603773584906,52.362.505,4.857.736,doubt
420,Wingerdweg 287                       , 1032 AK ,51.0,2,2150.0,42.15686274509804,52.397.019,4.917.739,doubt
421,Lomanstraat                       , 1075 PS ,210.0,5,8000.0,38.095238095238095,52.351.284,4.859.917,success
422,J.J. Cremerplein 10 III                       , 1054 TK ,65.0,3,3000.0,46.153846153846146,52.359.761,4.859.119,doubt
423,Plantage Kerklaan                       , 1018 CW ,140.0,2,3650.0,26.07142857142857,52.368.127,491.343,success
424,Gustav Mahlerlaan                       , 1082 MK ,45.0,1,2000.0,44.444444444444436,52.336.678,4.877.193,success
425,Graaf Florisstraat                       , 1091 TE ,45.0,2,3150.0,70.0,52.352.289,4.912.112,success
426,Zocherstraat 58 2                       , 1054 MA ,109.0,3,2950.0,27.06422018348624,52.356.869,4.855.587,doubt
427,Rozengracht 231 1                       , 1016 NA ,45.0,2,2500.0,55.55555555555557,52.372.241,4.876.739,doubt
428,Elzenhagensingel 313                       , 1022 LA ,101.0,3,2350.0,23.26732673267327,52.402.338,4.930.535,doubt
429,Buitendraaierij                       , 1021 NN ,46.0,2,2300.0,50.0,52.381.813,4.916.164,success
430,Prinseneiland 55 C                       , 1013 LM ,45.0,2,1700.0,37.77777777777778,52.386.422,4.886.946,doubt
431,Govert Flinckstraat 113 2A                       , 1072 EG ,33.0,2,1950.0,59.09090909090909,52.354.841,4.891.676,doubt
432,Albert Cuypstraat 138 2V                       , 1073 BJ ,32.0,2,2500.0,78.125,52.355.479,4.893.695,doubt
433,Johannes Verhulststraat 119 1                       , 1071 MZ ,83.0,3,3650.0,43.975903614457856,52.354.043,4.870.959,doubt
434,Spaarndammerstraat 21 2                       , 1013 SR ,70.0,2,1700.0,24.285714285714285,52.388.343,4.880.035,doubt
435,Oostenburgerpark 24                       , 1018 HT ,47.0,2,2300.0,48.93617021276596,52.369.004,4.924.438,success
436,Derde Leliedwarsstraat 13 3                       , 1015 TD ,55.0,3,3000.0,54.54545454545455,52.374.651,4.879.163,doubt
437,Vrolikstraat 246 C                       , 1092 TW ,56.0,3,2200.0,39.285714285714285,doubt,,
438,Transvaalstraat 60 4                       , 1092 HN ,45.0,2,2300.0,51.111111111111114,5.235.476,4.924.894,doubt
439,Van Walbeeckstraat                       , 1058 CX ,60.0,3,2800.0,46.66666666666666,52.361.478,4.851.012,success
440,Reestraat 28 1                       , 1016 DN ,55.0,2,2500.0,45.45454545454545,52.372.459,488.352,doubt
441,Keizersgracht 634 L                       , 1017 ER ,65.0,2,3000.0,46.153846153846146,52.363.711,4.891.254,doubt
442,Postjesweg                       , 1062 JV ,80.0,4,2800.0,35.0,523.648,4.858.389,doubt
443,Kinkerstraat 215 B                       , 1053 DS ,61.0,2,3000.0,49.18032786885247,52.365.372,4.865.792,doubt
444,Buitenzagerij 64                       , 1021 NR ,55.0,2,1950.0,35.45454545454545,52.382.375,4.917.013,success
445,Jacob van Lennepkade 406 2                       , 1053 NN ,48.0,1,3000.0,62.5,52.362.251,4.859.192,doubt
446,Arondeusstraat 23                       , 1063 GB ,23.0,1,1900.0,82.6086956521739,52.382.706,4.825.916,success
447,Rookmelderstraat 80                       , 1019 VS ,34.0,1,2000.0,58.82352941176471,52.714.408,685.834,doubt
448,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382.417,4.885.611,success
449,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
450,Ten Katestraat 11                       , 1053 BV ,50.0,3,2500.0,50.0,52.367.855,4.866.438,doubt
451,Hoogte Kadijk                       , 1018 BE ,55.0,1,3000.0,54.54545454545455,52.366.868,4.924.812,success
452,Kinkerstraat                       , 1053 DG ,68.0,2,2500.0,36.76470588235294,52.367.586,4.873.204,success
453,Griseldestraat                       , 1055 AZ ,60.0,3,2800.0,46.66666666666666,52.376.784,4.848.894,doubt
454,Willem Heselaarsstraat 70 BG                       , 1069 KA ,95.0,1,4000.0,42.10526315789474,52.352.124,4.798.694,success
455,Woestduinstraat 120 2                       , 1059 SX ,50.0,3,4000.0,80.0,52.350.631,4.847.472,doubt
456,Woestduinstraat                       , 1059 SX ,49.0,2,4000.0,81.63265306122447,52.351.204,4.847.601,success
457,IJsselmeerstraat 64 B                       , 1024 ML ,137.0,4,3150.0,22.992700729927012,52.306.591,5.238.379,doubt
458,Herschelstraat 27 1                       , 1098 JB ,95.0,4,4500.0,47.368421052631575,5.235.446,4.938.049,doubt
459,Arent Janszoon Ernststraat                       , 1082 LD ,30.0,1,2500.0,83.33333333333333,52.332.122,4.888.758,success
460,Orteliusstraat 314 II                       , 1056 PP ,110.0,4,4450.0,40.45454545454545,52.373.478,484.759,doubt
461,Valkenburgerstraat                       , 1011 NC ,95.0,3,5000.0,52.631578947368425,52.369.578,4.906.694,doubt
462,Muntplein 2 N                       , 1012 WR ,60.0,2,3000.0,50.0,489.973,doubt,
463,Mortelstraat 127                       , 1019 VE ,85.0,3,3000.0,35.29411764705883,52.368.949,4.951.658,success
464,Staringstraat                       , 1054 VR ,50.0,2,1300.0,26.0,52.361.769,4.862.475,success
465,Van Baerlestraat                       , 1071 AS ,83.0,3,5000.0,60.240963855421676,52.354.889,4.880.967,doubt
466,Nieuwe Looiersstraat                       , 1017 VD ,50.0,3,2800.0,56.0,52.360.618,4.893.686,success
467,Herengracht                       , 1016 BP ,55.0,2,2500.0,45.45454545454545,52.365.048,4.898.317,success
468,Kinkerstraat                       , 1053 GB ,50.0,2,3000.0,60.0,52.367.586,4.873.204,doubt
469,Tweede Jan Steenstraat 101 III                       , 1074 CM ,118.0,4,5500.0,46.61016949152543,52.357.046,4.903.175,doubt
470,Valeriusstraat 239 IV                       , 1075 GA ,26.0,1,1300.0,50.0,52.351.263,4.858.179,doubt
471,Van Spilbergenstraat                       , 1057 RP ,127.0,4,4250.0,33.46456692913386,52.367.038,4.851.559,success
472,Kinkerstraat 338 1                       , 1053 GE ,35.0,2,2350.0,67.14285714285714,52.364.853,4.862.318,success
473,Bilderdijkstraat                       , 1053 KT ,46.0,3,3000.0,65.21739130434783,5.237.083,4.869.921,success
474,Looiersgracht 15 F                       , 1016 VR ,75.0,3,4500.0,60.0,52.368.479,4.881.848,doubt
475,Elisabeth Wolffstraat                       , 1053 TV ,50.0,3,4000.0,80.0,52.369.781,4.867.401,success
476,Nicolaas Maesstraat                       , 1071 RA ,40.0,2,2150.0,53.75,52.354.105,4.878.023,success
477,Geulstraat                       , 1078 LA ,80.0,3,3150.0,39.375,52.345.112,4.894.794,doubt
478,Albert Cuypstraat 268 4 V                       , 1073 BR ,24.0,2,2500.0,104.16666666666669,52.356.812,4.898.832,doubt
479,Leidsegracht                       , 1016 CS ,30.0,1,2000.0,66.66666666666667,52.365.173,4.880.495,success
480,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
481,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382.417,4.885.611,success
482,Oude Doelenstraat                       , 1012 ED ,38.0,2,2300.0,60.526315789473685,52.371.662,4.896.365,success
483,Dalsteindreef                       , 1102 WZ ,84.0,5,2950.0,35.11904761904762,52.325.239,4.943.757,success
484,Langswater                       , 1069 EC ,72.0,4,2500.0,34.72222222222222,52.356.349,4.788.918,success
485,Gerard Doustraat                       , 1073 XA ,56.0,3,3500.0,62.5,52.355.304,4.889.822,success
486,Assumburg                       , 1081 GC ,115.0,5,2950.0,25.65217391304348,52.328.355,4.867.872,success
487,Spaarndammerstraat 33 3                       , 1013 SR ,60.0,4,2500.0,41.66666666666666,52.388.638,4.879.806,doubt
488,Amsteldijk 15 4                       , 1074 HR ,70.0,2,3600.0,51.42857142857143,52.346.071,491.188,doubt
489,Tweede Jan Steenstraat 1 1                       , 1073 VK ,71.0,3,3650.0,51.40845070422535,52.355.624,4.898.244,success
490,Veldzicht 51                       , 1068 SM ,95.0,4,2200.0,23.157894736842106,52.363.087,4.798.299,doubt
491,S. F. van Ossstraat                       , 1068 JN ,55.0,2,2300.0,41.81818181818182,52.356.205,4.813.625,success
492,Eef Kamerbeekstraat                       , 1095 MP ,67.0,2,3000.0,44.77611940298507,52.372.494,4.966.063,doubt
493,Eef Kamerbeekstraat                       , 1095 MP ,61.0,2,1600.0,26.229508196721312,52.372.494,4.966.063,doubt
494,Berthold Brechtstraat                       , 1102 RW ,72.0,3,2500.0,34.72222222222222,52.318.382,4.946.321,success
495,Jasonstraat 27 H                       , 1076 KX ,65.0,3,3500.0,53.84615384615386,52.343.975,4.860.349,doubt
496,Nassaukade 9 2                       , 1052 CE ,72.0,1,3000.0,41.66666666666666,52.375.976,4.875.815,doubt
497,Rustenburgerstraat                       , 1072 HC ,80.0,3,4350.0,54.375,5.235.135,4.890.665,success
498,Hillegomstraat                       , 1058 LT ,61.0,3,3150.0,51.639344262295076,52.352.162,4.847.741,doubt
499,Eemsstraat                       , 1079 TJ ,80.0,3,2200.0,27.5,52.341.947,4.908.885,success
500,Tweede Jan Steenstraat                       , 1074 CN ,75.0,3,2500.0,33.333333333333336,52.355.608,489.889,doubt
501,Jan Luijkenstraat 40 H                       , 1071 CR ,200.0,5,6500.0,32.5,52.360.122,4.882.134,doubt
502,, 1054 TX ,45.0,2,2500.0,55.55555555555557,489.973,doubt,
503,Commelinstraat                       , 1093 TH ,44.0,3,2300.0,52.27272727272727,52.363.788,492.666,success
504,Elisabeth Wolffstraat                       , 1053 TW ,51.0,3,3500.0,68.62745098039215,52.369.781,4.867.401,success
505,Dalsteindreef                       , 1102 WX ,30.0,1,2500.0,83.33333333333333,52.325.239,4.943.757,success
506,Dalsteindreef                       , 1102 XA ,28.0,1,1600.0,57.14285714285714,52.325.239,4.943.757,success
507,Ecuplein 32                       , 1060 RN ,97.0,3,2800.0,28.8659793814433,52.349.216,478.523,success
508,Tugelaweg                       , 1092 VD ,72.0,2,3150.0,43.75,52.355.156,491.896,success
509,Singel                       , 1012 VD ,45.0,1,2350.0,52.22222222222222,52.375.858,4.891.292,success
510,Bestevâerstraat 195 2                       , 1055 TL ,57.0,3,2300.0,40.35087719298246,5.237.003,4.856.398,doubt
511,Slotermeerlaan 61                       , 1064 HA ,85.0,4,3150.0,37.058823529411775,5.237.667,4.818.987,success
512,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
513,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
514,Dintelstraat                       , 1078 VZ ,75.0,3,3600.0,48.0,52.341.869,489.344,success
515,Azaleastraat                       , 1032 BV ,70.0,3,2150.0,30.714285714285715,52.395.674,4.915.981,success
516,Ritzema Bosstraat                       , 1097 GZ ,60.0,3,2150.0,35.833333333333336,52.346.692,4.935.249,success
517,Loenermark                       , 1025 VP ,75.0,3,3000.0,40.0,52.399.525,4.932.976,success
518,De Klencke 101 A                       , 1083 HH ,85.0,3,4500.0,52.941176470588225,52.333.504,488.528,doubt
519,Gustav Mahlerlaan 126                       , 1082 ME ,169.0,3,3500.0,20.710059171597628,52.336.923,487.132,success
520,Gustav Mahlerlaan 72                       , 1082 ME ,116.0,2,3000.0,25.86206896551724,52.336.923,4.871.496,success
521,Gustav Mahlerlaan 184                       , 1082 ME ,175.0,3,3400.0,19.428571428571427,52.336.913,4.871.129,success
522,Kleiburg                       , 1104 EA ,70.0,3,2300.0,32.857142857142854,52.318.351,4.980.421,success
523,Gustav Mahlerlaan 120                       , 1082 ME ,170.0,3,2200.0,12.941176470588234,52.336.923,4.871.349,success
524,Eerste Jan Steenstraat                       , 1072 NR ,110.0,4,5000.0,45.45454545454545,52.353.513,4.887.904,doubt
525,Krommertstraat                       , 1056 TS ,60.0,3,2300.0,38.333333333333336,52.371.945,4.858.019,success
526,Weteringschans 235                       , 1017 XH ,78.0,3,4350.0,55.769230769230774,52.359.511,4.895.118,success
527,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
528,Eerste Van Swindenstraat                       , 1093 GB ,51.0,2,2500.0,49.01960784313725,52.362.647,4.927.389,success
529,Dalsteindreef                       , 1102 XA ,44.0,2,1700.0,38.63636363636363,52.325.239,4.943.757,success
530,Minervalaan                       , 1077 NP ,144.0,5,3650.0,25.347222222222214,52.342.892,4.873.114,doubt
531,Nicolaas Witsenkade 8 C                       , 1017 ZR ,76.0,2,4450.0,58.55263157894736,52.358.235,4.895.936,success
532,Javaplein 13 III                       , 1095 CH ,65.0,2,2150.0,33.07692307692308,52.363.896,4.940.156,doubt
533,, 1086 ZD ,176.0,4,2950.0,16.761363636363637,489.973,doubt,
534,De Boelelaan 449                       , 1082 RJ ,67.0,2,1500.0,22.38805970149253,52.334.771,4.874.646,doubt
535,De Boelelaan 461                       , 1082 RK ,67.0,2,2700.0,40.29850746268657,52.334.771,4.874.661,doubt
536,Overschiestraat 170 C1*                       , 1062 XK ,103.0,4,3400.0,33.00970873786408,52.348.849,4.839.201,success
537,Overschiestraat 170 B35*                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348.849,4.839.201,success
538,Voorburgstraat 207                       , 1062 JB ,74.0,3,1800.0,24.324324324324326,51.932.918,4.469.552,success
539,Rustenburgerstraat 392 hs                       , 1072 HH ,63.0,2,3500.0,55.55555555555557,52.351.477,4.890.965,doubt
540,Hoofdweg 457                       , 1056 CW ,55.0,3,2350.0,42.72727272727273,5.237.427,4.847.771,success
541,Spuistraat 39 A                       , 1012 SR ,37.0,1,1300.0,35.135135135135144,52.376.165,4.892.936,doubt
542,Camperstraat 18 B                       , 1091 AG ,81.0,3,4350.0,53.7037037037037,52.358.676,4.912.832,success
543,Elandsgracht 19 2                       , 1016 TM ,60.0,2,3500.0,58.33333333333334,52.369.736,488.154,success
544,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382.417,4.885.611,success
545,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
546,Schinkelkade 56 l                       , 1075 VL ,45.0,2,2350.0,52.22222222222222,5.235.051,4.852.669,doubt
547,Curaçaostraat 83 2                       , 1058 BR ,57.0,3,3500.0,61.403508771929815,52.308.075,4.952.173,doubt
548,Albert Cuypstraat 273                       , 1073 BH ,70.0,3,3150.0,45.0,52.354.637,4.886.776,doubt
549,Grevelingenstraat                       , 1078 KR ,87.0,3,2500.0,28.735632183908052,52.345.888,4.888.766,success
550,Wittgensteinlaan                       , 1062 KG ,78.0,3,3650.0,46.794871794871796,52.355.364,4.834.969,success
551,Vondelstraat                       , 1054 GV ,90.0,3,5000.0,55.55555555555557,523.622,4.877.062,success
552,Baarsjesweg                       , 1057 HL ,60.0,3,2500.0,41.66666666666666,52.367.455,4.862.214,success
553,Van Walbeeckstraat                       , 1058 CH ,60.0,4,2800.0,46.66666666666666,52.361.478,4.851.012,success
554,Jan van Duivenvoordestraat 83                       , 1067 MT ,91.0,3,2500.0,27.47252747252747,52.379.008,4.802.582,doubt
555,Hemonystraat                       , 1074 BR ,75.0,3,3500.0,46.66666666666666,52.356.921,4.902.516,success
556,Gerard Doustraat                       , 1073 XA ,44.0,2,3000.0,68.18181818181819,52.355.304,4.889.822,success
557,Windroosplein 126                       , 1018 ZW ,47.0,2,2150.0,45.744680851063826,52.373.258,4.925.127,success
558,Weteringschans 92 2                       , 1017 XS ,87.0,3,3500.0,40.22988505747128,52.359.294,4.894.797,doubt
559,Admiralengracht 55 bg                       , 1057 EN ,56.0,2,2500.0,44.64285714285715,52.366.709,485.726,success
560,Rokin                       , 1012 KV ,41.0,2,2500.0,60.97560975609756,52.369.731,4.892.156,doubt
561,Kuinderstraat 37 I                       , 1079 DJ ,57.0,3,2150.0,37.719298245614034,52.341.581,4.906.161,doubt
562,Nieuwe Prinsengracht 112 II                       , 1018 VX ,54.0,2,3500.0,64.81481481481481,52.363.923,4.910.118,doubt
563,Schaarsbergenstraat 39                       , 1107 JS ,34.0,1,1550.0,45.58823529411765,5.229.366,4.980.865,doubt
564,, 1066 GR ,110.0,4,4450.0,40.45454545454545,489.973,doubt,
565,Paramaribostraat                       , 1058 VH ,100.0,4,4300.0,43.0,52.361.458,4.854.373,success
566,Loosduinenstraat                       , 1062 EG ,130.0,4,5000.0,38.46153846153846,52.351.196,4.838.119,doubt
567,Nieuwevaartweg                       , 1019 AL ,40.0,2,1950.0,48.75,52.367.984,4.953.586,doubt
568,Spuistraat                       , 1012 VW ,85.0,3,4050.0,47.647058823529406,5.237.056,4.889.144,success
569,Waterlooplein                       , 1011 PG ,43.0,2,2350.0,54.65116279069768,52.367.166,4.902.235,doubt
570,Valschermkade                       , 1059 CD ,18.0,1,2000.0,111.11111111111113,52.342.239,4.845.759,success
571,Gustav Mahlerplein                       , 1082 MS ,86.0,2,4450.0,51.74418604651163,52.336.651,4.873.108,doubt
572,Korte Leidsedwarsstraat                       , 1017 RD ,80.0,3,4500.0,56.25,52.363.282,4.884.683,success
573,Kinkerstraat                       , 1053 DT ,43.0,2,2500.0,58.139534883720934,52.367.586,4.873.204,doubt
574,, 1103 LK ,15.0,3,1100.0,73.33333333333333,489.973,doubt,
575,, 1019 JX ,140.0,4,3650.0,26.07142857142857,489.973,doubt,
576,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
577,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
578,Tongelaer                       , 1083 BT ,68.0,2,2800.0,41.1764705882353,5.232.642,4.884.234,doubt
579,Woestduinstraat                       , 1058 TA ,54.0,3,3000.0,55.55555555555557,52.351.204,4.847.601,success
580,Korte Kolksteeg                       , 1012 SK ,40.0,2,2300.0,57.5,489.973,doubt,
581,IJdoornlaan 261 A3                       , 1024 KM ,88.0,3,1300.0,14.772727272727273,52.393.143,4.955.817,doubt
582,Gerard Doustraat 88 2V                       , 1072 VW ,30.0,1,2500.0,83.33333333333333,5.235.567,4.892.034,success
583,Gerard Doustraat 88 3V                       , 1072 VW ,30.0,1,2500.0,83.33333333333333,5.235.567,4.892.034,success
584,IJdoornlaan 261 F3                       , 1024 KM ,90.0,3,2050.0,22.777777777777786,52.393.143,4.955.817,doubt
585,Mercuriusplein 1 2                       , 1033 AZ ,110.0,4,4500.0,40.90909090909091,52.414.552,4.884.291,doubt
586,Jacob van Arteveldestraat                       , 1061 CK ,87.0,4,3500.0,40.22988505747128,52.376.117,4.841.067,doubt
587,John Franklinstraat                       , 1056 SZ ,52.0,2,2500.0,48.07692307692307,52.372.333,4.853.828,success
588,Stadhouderskade                       , 1074 BB ,90.0,3,5000.0,55.55555555555557,52.357.901,4.890.839,success
589,Muntplein 2 T                       , 1012 WR ,60.0,2,2200.0,36.66666666666666,52.367.405,4.893.165,doubt
590,Herengracht                       , 1016 BC ,75.0,2,3000.0,40.0,52.365.048,4.898.317,success
591,John Franklinstraat 45 hs                       , 1056 SX ,50.0,2,3000.0,60.0,52.372.122,4.853.745,doubt
592,Den Texstraat 7 H                       , 1017 XW ,140.0,5,7000.0,50.0,52.359.002,4.893.685,doubt
593,, 1095 MA ,155.0,5,5500.0,35.483870967741936,489.973,doubt,
594,Osdorper Ban                       , 1069 GA ,84.0,4,2500.0,29.761904761904763,52.359.237,4.781.176,doubt
595,Geelvinckssteeg                       , 1017 BE ,65.0,3,3500.0,53.84615384615386,52.366.512,4.891.621,success
596,Jan van Zutphenstraat                       , 1069 RS ,98.0,3,2600.0,26.530612244897966,52.349.978,4.799.207,doubt
597,Maasstraat 29 C                       , 1078 HC ,69.0,2,1900.0,27.53623188405797,52.346.471,4.895.277,success
598,Madurastraat                       , 1094 GC ,75.0,3,3000.0,40.0,52.364.524,4.938.448,success
599,Quellijnstraat                       , 1072 XW ,40.0,2,2300.0,57.5,52.356.738,4.891.071,success
600,Welnastraat                       , 1096 GJ ,29.0,1,2350.0,81.0344827586207,52.339.568,4.919.455,success
601,Sarphatistraat                       , 1018 GK ,135.0,5,7500.0,55.55555555555557,52.360.839,4.906.705,doubt
602,Jozef Israëlskade 84 H                       , 1073 RB ,75.0,3,4450.0,59.33333333333334,52.349.069,4.901.956,doubt
603,Admiralengracht                       , 1057 ET ,120.0,4,4750.0,39.583333333333336,52.369.561,4.857.378,doubt
604,Orteliuskade                       , 1057 AD ,55.0,2,3000.0,54.54545454545455,52.368.423,4.849.068,success
605,Linnaeusstraat                       , 1093 EJ ,83.0,3,3150.0,37.951807228915655,52.362.938,492.359,success
606,Tweede Weteringdwarsstraat 3 H                       , 1017 SR ,66.0,2,3150.0,47.72727272727273,52.361.596,4.888.533,doubt
607,Pieter Calandlaan                       , 1060 TT ,96.0,4,3050.0,31.77083333333333,52.352.802,4.803.402,doubt
608,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
609,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382.417,4.885.611,success
610,Ferdinand Bolstraat 113 3                       , 1072 LE ,55.0,2,2150.0,39.09090909090909,52.352.988,4.891.259,success
611,Dintelstraat 61                       , 1078 VR ,78.0,3,3150.0,40.384615384615394,51.999.179,4.464.747,doubt
612,Herengracht 158 B                       , 1016 BN ,67.0,2,3500.0,52.23880597014925,52.374.524,4.887.271,success
613,Vossiusstraat                       , 1071 AC ,75.0,2,3000.0,40.0,52.360.596,4.879.138,success
614,Vechtstraat 122 H                       , 1079 JP ,54.0,3,4000.0,74.07407407407408,52.343.203,4.907.229,doubt
615,Bloemgracht                       , 1016 KP ,50.0,1,3000.0,60.0,52.374.193,4.876.384,success
616,Bloemgracht                       , 1016 KP ,40.0,1,2000.0,50.0,52.374.193,4.876.384,success
617,Orteliuskade 11 H                       , 1057 AB ,58.0,3,2500.0,43.10344827586207,52.365.708,485.046,success
618,Sassenheimstraat                       , 1059 BK ,55.0,3,4000.0,72.72727272727273,52.348.701,4.847.179,success
619,Singel                       , 1012 WP ,40.0,2,2500.0,62.5,52.375.858,4.891.292,success
620,Valeriusstraat 174 2                       , 1075 GH ,181.0,8,5700.0,31.491712707182327,52.353.097,4.864.439,doubt
621,Gerard Doustraat 8 A                       , 1072 VP ,46.0,3,3500.0,76.08695652173913,52.355.651,4.891.946,doubt
622,Jekerstraat 29 II                       , 1078 LW ,68.0,3,3000.0,44.11764705882353,52.345.907,4.898.057,doubt
623,Welnastraat                       , 1096 GJ ,28.0,1,2000.0,71.42857142857143,52.339.568,4.919.455,success
624,, 1075 AR ,311.0,3,6100.0,19.614147909967844,52.314.753,4.943.177,doubt
625,Marnixkade 14 I                       , 1015 XM ,64.0,3,2150.0,33.59375,5.238.302,4.881.432,doubt
626,Marnixkade 17 II                       , 1015 XN ,60.0,2,2800.0,46.66666666666666,52.382.866,4.881.331,doubt
627,Bilderdijkkade                       , 1052 RW ,70.0,3,4000.0,57.14285714285714,52.368.394,4.869.371,success
628,Osdorper Ban                       , 1069 GA ,115.0,3,3000.0,26.08695652173913,52.359.237,4.781.176,doubt
629,, 1060 RC ,106.0,5,3650.0,34.43396226415094,52.347.735,4.779.211,success
630,Nieuwe Achtergracht                       , 1018 WT ,65.0,3,2800.0,43.07692307692307,52.362.893,4.909.739,success
631,, 1106 WG ,90.0,3,2800.0,31.11111111111111,489.973,doubt,
632,Tweede Constantijn Huygensstraat                       , 1054 CW ,125.0,4,4500.0,36.0,52.363.382,4.873.156,doubt
633,Rustenburgerstraat 138 2                       , 1073 GJ ,55.0,3,3000.0,54.54545454545455,52.352.939,4.900.974,doubt
634,, 1034 KE ,107.0,5,3500.0,32.71028037383178,489.973,doubt,
635,1e Kekerstraat                       , 1104 VA ,90.0,3,2300.0,25.555555555555557,52.314.115,4.980.872,doubt
636,Wittgensteinlaan                       , 1062 KG ,87.0,4,2200.0,25.28735632183908,52.355.364,4.834.969,success
637,Curaçaostraat                       , 1058 BP ,70.0,3,2500.0,35.714285714285715,52.361.198,4.851.815,doubt
638,Blankenbergestraat 17                       , 1066 TK ,75.0,3,2800.0,37.333333333333336,51.604.641,4.787.288,doubt
639,Overschiestraat 170 B2*                       , 1062 XK ,117.0,4,4700.0,40.17094017094017,52.348.849,4.839.201,success
640,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
641,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
642,Bijlmerdreef                       , 1103 TW ,80.0,3,2800.0,35.0,52.315.571,4.952.914,doubt
643,Dapperstraat                       , 1093 BS ,55.0,2,2350.0,42.72727272727273,52.362.814,492.739,success
644,, 1104 KZ ,121.0,4,4300.0,35.537190082644635,52.372.048,4.904.857,doubt
645,Maassluisstraat                       , 1062 GS ,40.0,2,2500.0,62.5,52.349.216,4.836.661,doubt
646,Bezaanjachtplein                       , 1034 CR ,50.0,2,2500.0,50.0,52.408.269,4.915.102,success
647,Loenermark                       , 1025 SV ,75.0,3,2000.0,26.66666666666667,52.399.525,4.932.976,success
648,Wilhelminastraat                       , 1054 VW ,60.0,2,2500.0,41.66666666666666,52.361.416,4.862.565,success
649,Bankastraat                       , 1094 EA ,55.0,3,2500.0,45.45454545454545,5.236.482,4.933.322,success
650,Vechtstraat                       , 1079 JG ,65.0,3,2200.0,33.846153846153854,52.344.608,4.906.866,success
651,Korte Leidsedwarsstraat                       , 1017 RD ,65.0,3,2500.0,38.46153846153846,52.363.282,4.884.683,success
652,Van Hogendorpstraat                       , 1051 BL ,75.0,2,3000.0,40.0,52.382.613,4.871.248,success
653,Lumeijstraat                       , 1056 VX ,75.0,3,3000.0,40.0,52.373.111,4.861.139,success
654,Keizersgracht                       , 1015 CN ,140.0,3,3500.0,25.0,52.364.336,4.892.515,doubt
655,Jan Evertsenstraat 547                       , 1061 XZ ,50.0,2,3000.0,60.0,52.369.544,4.836.449,success
656,Ruimzicht                       , 1068 CP ,105.0,3,3000.0,28.57142857142857,52.361.703,4.809.092,doubt
657,Bert Haanstrakade 182                       , 1087 DK ,110.0,2,4450.0,40.45454545454545,52.359.813,4.995.218,success
658,Bilderdijkstraat 56 H                       , 1053 KV ,60.0,2,3000.0,50.0,52.127.238,4.667.328,doubt
659,Hembrugstraat 7 2                       , 1013 WV ,46.0,2,2150.0,46.73913043478261,52.391.917,4.877.115,doubt
660,Jesse Owenshof                       , 1034 WT ,72.0,3,2000.0,27.777777777777786,52.403.798,4.919.943,success
661,Bernard Zweerskade 20 III                       , 1077 VA ,145.0,5,4650.0,32.06896551724138,5.234.502,4.877.287,doubt
662,Spuistraat 78 C                       , 1012 TW ,75.0,3,4500.0,60.0,doubt,,
663,Tweede Kostverlorenkade 132 2                       , 1053 SE ,50.0,3,3500.0,70.0,52.364.034,4.860.067,doubt
664,Johan Hofmanstraat 252                       , 1069 KE ,96.0,3,3500.0,36.458333333333336,52.352.252,4.795.581,success
665,Saskia van Uijlenburgkade                       , 1058 GA ,106.0,3,5000.0,47.16981132075472,52.356.344,4.844.804,doubt
666,Waalstraat                       , 1079 DP ,55.0,2,2800.0,50.90909090909091,52.344.337,4.900.403,doubt
667,Th. J. Lammerslaan 35                       , 1064 DH ,80.0,3,3000.0,37.5,52.372.176,4.818.927,success
