,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude,Status
2154,Zieseniskade 22 2                       , 1017 RT ,65.0,2,2500.0,38.46153846153846,52.361.676,4.886.241,doubt
2155,Eerste Atjehstraat 103 H                       , 1094 KG ,49.0,2,2500.0,51.02040816326532,52.362.734,4.937.099,doubt
2156,Ertskade 250                       , 1019 EZ ,127.0,4,3700.0,29.133858267716537,52.374.849,4.945.041,success
2157,Da Costakade 203 C                       , 1053 XA ,50.0,2,2500.0,50.0,52.366.507,4.874.779,doubt
2158,Amstel 14                       , 1017 AA ,50.0,2,2800.0,56.0,52.366.943,4.894.429,doubt
2159,Hofmeyrstraat 42 I                       , 1091 NA ,55.0,2,1700.0,30.90909090909091,5.235.082,4.917.127,doubt
2160,Maassluisstraat                       , 1062 GS ,41.0,1,1950.0,47.5609756097561,52.349.216,4.836.661,doubt
2161,Wouwermanstraat                       , 1071 LX ,75.0,4,4500.0,60.0,52.354.997,4.879.317,success
2162,Ruysdaelstraat                       , 1071 XB ,75.0,3,2500.0,33.333333333333336,52.354.581,4.886.157,success
2163,Vaartstraat 62 A                       , 1075 RR ,65.0,3,3000.0,46.153846153846146,52.350.229,4.854.125,doubt
2164,Wittgensteinlaan                       , 1062 KG ,90.0,3,2500.0,27.777777777777786,52.355.364,4.834.969,success
2165,Van Oldenbarneveldtstraat 90 1                       , 1052 KH ,47.0,2,1700.0,36.17021276595744,52.374.124,4.873.648,doubt
2166,Graafschapstraat 4                       , 1079 PE ,95.0,3,2200.0,23.157894736842106,52.339.995,4.894.116,doubt
2167,Marnixkade 62 II                       , 1015 XW ,55.0,3,2150.0,39.09090909090909,52.379.613,4.879.283,doubt
2168,Van Oldenbarneveldtstraat                       , 1052 JV ,115.0,3,3650.0,31.73913043478261,52.375.406,48.746,success
2169,Faas Wilkesstraat 307                       , 1095 MD ,50.0,2,2500.0,50.0,5.237.289,4.968.642,doubt
2170,Nieuwe Herengracht 31 E                       , 1011 RM ,62.0,2,3000.0,48.38709677419354,5.236.642,4.903.058,doubt
2171,Sarphatistraat 490                       , 1018 GW ,61.0,3,3150.0,51.639344262295076,52.363.356,4.918.976,success
2172,Utrechtsestraat 128 II                       , 1017 VT ,35.0,2,2000.0,57.14285714285714,52.361.316,4.899.106,doubt
2173,Warmoesstraat 36 II                       , 1012 JE ,50.0,2,1700.0,34.0,52.375.759,4.898.664,success
2174,Keizersgracht 71 II-A                       , 1015 CE ,72.0,2,3500.0,48.611111111111114,52.363.145,4.895.709,doubt
2175,Balthasar Floriszstraat                       , 1071 TZ ,35.0,2,2300.0,65.71428571428571,52.353.169,4.884.748,success
2176,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
2177,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
2178,Nieuwezijds Voorburgwal                       , 1012 RT ,117.0,3,2950.0,25.213675213675213,52.369.852,4.889.543,success
2179,Hoofdweg 228 I                       , 1057 DG ,57.0,2,3500.0,61.403508771929815,5.236.704,4.852.866,doubt
2180,Eerste Weteringdwarsstraat 44 K                       , 1017 TP ,39.0,2,2150.0,55.12820512820514,52.361.691,4.889.897,success
2181,Robert Fruinlaan 29 II                       , 1065 XZ ,60.0,3,2000.0,33.333333333333336,5.236.369,4.828.212,doubt
2182,Herengracht 92 2V                       , 1015 BS ,90.0,2,3500.0,38.888888888888886,52.376.662,4.889.244,success
2183,Koningin Wilhelminaplein                       , 1062 HJ ,66.0,1,2400.0,36.36363636363637,52.356.321,4.838.934,success
2184,John Franklinstraat 59 C                       , 1056 SZ ,50.0,3,2600.0,52.0,52.372.489,4.853.564,success
2185,Groen van Prinstererstraat                       , 1051 EG ,75.0,3,2500.0,33.333333333333336,52.383.304,4.872.181,doubt
2186,Recht Boomssloot                       , 1011 EC ,60.0,1,2500.0,41.66666666666666,52.372.563,4.902.937,success
2187,Warmondstraat 79 I                       , 1058 KS ,55.0,3,2500.0,45.45454545454545,52.356.078,4.849.607,doubt
2188,John Franklinstraat 59 3                       , 1056 SZ ,55.0,3,2600.0,47.27272727272727,52.372.507,4.853.572,success
2189,Plantage Parklaan 18 3                       , 1018 ST ,53.0,2,2500.0,47.16981132075472,52.357.201,4.835.614,doubt
2190,Govert Flinckstraat                       , 1072 EL ,40.0,2,2300.0,57.5,52.355.581,4.895.827,success
2191,Burgemeester Hogguerstraat 1213                       , 1064 EK ,48.0,2,2300.0,47.91666666666666,52.373.735,4.828.029,success
2192,Nida Senffstraat                       , 1095 MX ,68.0,2,3000.0,44.11764705882353,52.372.579,4.964.555,doubt
2193,Oeverpad 505                       , 1068 PM ,124.0,4,3500.0,28.22580645161291,52.363.601,4.807.718,success
2194,Nieuwe Achtergracht 67 2                       , 1018 WL ,50.0,3,3000.0,60.0,52.362.837,4.908.221,doubt
2195,Nicolaas Anslijnstraat                       , 1068 WT ,60.0,2,1300.0,21.66666666666667,52.357.572,4.807.961,success
2196,Van Breestraat                       , 1071 ZN ,85.0,3,3650.0,42.941176470588225,52.356.006,4.873.316,success
2197,Lange Leidsedwarsstraat 70 C                       , 1017 NM ,51.0,2,3000.0,58.82352941176471,52.364.747,4.883.314,doubt
2198,Jan van Zutphenstraat                       , 1069 RS ,97.0,3,2600.0,26.804123711340214,52.349.978,4.799.207,doubt
2199,Markelerbergpad                       , 1105 AW ,70.0,3,1750.0,25.0,failed,failed,failed
2200,Markelerbergpad                       , 1105 AW ,37.0,2,1600.0,43.24324324324325,failed,failed,failed
2201,Amstelveenseweg 920 B                       , 1081 JN ,79.0,3,3500.0,44.303797468354425,52.327.126,485.723,success
2202,Van Spilbergenstraat 53 I                       , 1057 PZ ,48.0,2,3000.0,62.5,52.365.984,4.851.851,doubt
2203,Julius Pergerstraat 57                       , 1087 KN ,82.0,3,2500.0,30.48780487804878,52.352.025,5.002.068,success
2204,Arent Janszoon Ernststraat                       , 1082 LD ,30.0,2,2500.0,83.33333333333333,52.332.122,4.888.758,success
2205,Karspeldreef                       , 1101 CJ ,31.0,1,1350.0,43.548387096774185,5.230.831,4.956.602,doubt
2206,Naritaweg                       , 1043 BS ,33.0,1,1900.0,57.57575757575758,52.387.916,4.821.086,success
2207,Koningin Wilhelminaplein                       , 1062 KS ,99.0,4,2900.0,29.292929292929287,52.355.141,4.837.472,success
2208,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
2209,Aalsmeerweg 127 2                       , 1059 AH ,72.0,3,2800.0,38.888888888888886,52.347.277,484.719,doubt
2210,Koningin Wilhelminaplein                       , 1062 KS ,90.0,3,3300.0,36.66666666666666,52.355.141,4.837.472,success
2211,Willem Frederik Hermansstraat                       , 1011 DG ,105.0,4,4350.0,41.42857142857143,52.375.959,4.907.717,doubt
2212,Haarlemmer Houttuinen 27 B                       , 1013 GL ,73.0,3,4000.0,54.794520547945204,52.380.772,4.892.018,doubt
2213,Palamedesstraat                       , 1054 HS ,58.0,2,3000.0,51.72413793103448,52.362.665,4.876.451,success
2214,Pieter Cornelisz. Hooftstraat                       , 1071 BT ,49.0,2,2500.0,51.02040816326532,52.360.053,4.879.957,doubt
2215,Carolina MacGillavrylaan                       , 1098 XA ,88.0,3,3000.0,34.09090909090909,52.341.399,4.951.148,success
2216,Pieter Cornelisz. Hooftstraat 153 I                       , 1071 BT ,60.0,2,3500.0,58.33333333333334,52.359.119,487.686,success
2217,Jacob Obrechtstraat 67 G                       , 1071 KJ ,212.0,5,9500.0,44.81132075471698,52.354.302,4.876.916,doubt
2218,Koningineg 183 2                       , 1075 CP ,70.0,2,2500.0,35.714285714285715,52.308.138,4.952.149,success
2219,Van Eeghenstraat 44 II                       , 1071 GJ ,67.0,3,4350.0,64.92537313432835,52.357.979,4.875.097,doubt
2220,Muntplein 2 E                       , 1012 WR ,84.0,3,2200.0,26.190476190476193,52.367.405,4.893.165,doubt
2221,Van Ostadestraat                       , 1072 SW ,59.0,3,3150.0,53.38983050847458,52.353.859,4.902.028,success
2222,Eerste Weteringdwarsstraat                       , 1017 TP ,43.0,2,3500.0,81.3953488372093,52.361.825,4.889.364,success
2223,Eerste Weteringdwarsstraat                       , 1017 TN ,44.0,2,3500.0,79.54545454545455,52.361.825,4.889.364,doubt
2224,Zeeburgerdijk                       , 1093 SJ ,47.0,2,3500.0,74.46808510638297,52.365.531,4.939.512,doubt
2225,Hondiusstraat                       , 1056 DK ,62.0,3,3000.0,48.38709677419354,52.374.081,4.848.754,success
2226,Chet Bakerstraat                       , 1066 GJ ,102.0,3,2500.0,24.509803921568626,52.344.525,4.826.192,success
2227,Barentszstraat 16                       , 1013 NR ,50.0,2,2000.0,40.0,52.389.227,4.889.309,success
2228,Muntplein 2 H                       , 1012 WR ,69.0,2,3000.0,43.47826086956522,52.367.405,4.893.165,doubt
2229,Tasmanstraat 3                       , 1013 PW ,100.0,4,5000.0,50.0,51.977.773,5.925.807,doubt
2230,Carnapstraat                       , 1062 KT ,73.0,2,1950.0,26.71232876712329,52.354.139,4.839.292,success
2231,P. Hans Frankfurthersingel                       , 1060 TR ,38.0,1,2350.0,61.842105263157904,52.345.288,4.794.045,doubt
2232,Van Spilbergenstraat 6 1                       , 1057 PV ,53.0,3,1700.0,32.075471698113205,52.364.548,4.852.353,success
2233,Peelstraat                       , 1079 RN ,62.0,2,2500.0,40.32258064516129,52.339.065,4.900.357,success
2234,Gelrestraat                       , 1079 MZ ,55.0,2,3000.0,54.54545454545455,52.339.345,4.893.381,success
2235,Kinkerstraat 304 I                       , 1053 GC ,44.0,3,1700.0,38.63636363636363,52.365.146,4.863.592,doubt
2236,Valkhof                       , 1082 VJ ,80.0,3,2500.0,31.25,52.331.756,4.871.159,success
2237,Van Spilbergenstraat 53 II                       , 1057 PZ ,48.0,2,3000.0,62.5,52.365.984,4.851.851,doubt
2238,Overtoom                       , 1054 LM ,48.0,2,2500.0,52.08333333333334,52.361.024,4.868.881,doubt
2239,Ferdinand Bolstraat                       , 1072 LE ,50.0,2,2150.0,43.0,52.350.566,4.891.676,success
2240,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
2241,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
2242,Stadionkade 122 IV                       , 1076 BR ,61.0,4,3000.0,49.18032786885247,52.342.952,4.860.743,doubt
2243,, 1076 CW ,40.0,3,2500.0,62.5,52.340.626,4.848.236,success
2244,Abbenesstraat 9 I                       , 1059 TB ,65.0,2,2150.0,33.07692307692308,52.347.968,4.847.005,doubt
2245,Van Nijenrodeweg                       , 1082 HS ,39.0,2,2350.0,60.256410256410255,52.327.461,4.858.417,doubt
2246,Leiduinstraat 24 II                       , 1058 SK ,59.0,3,3000.0,50.847457627118644,52.353.611,4.846.742,doubt
2247,Dantestraat                       , 1102 ZN ,85.0,3,3500.0,41.1764705882353,52.325.808,4.949.434,success
2248,Eef Kamerbeekstraat                       , 1095 MP ,63.0,2,1400.0,22.222222222222214,52.372.494,4.966.063,doubt
2249,Eef Kamerbeekstraat                       , 1095 MP ,80.0,3,3000.0,37.5,52.372.494,4.966.063,doubt
2250,Van Tuyll van Serooskerkenweg 72 1                       , 1076 JN ,85.0,3,3050.0,35.882352941176464,52.344.699,4.861.485,success
2251,Ter Boede 14 2                       , 1082 CD ,84.0,3,2150.0,25.595238095238088,52.325.472,4.877.379,doubt
2252,Wijdesteeg                       , 1012 RN ,62.0,2,3500.0,56.45161290322582,52.371.607,4.889.978,success
2253,Stadionweg                       , 1077 SZ ,120.0,4,3650.0,30.41666666666667,52.345.615,4.859.659,doubt
2254,President Brandstraat 316                       , 1091 WS ,58.0,3,2500.0,43.10344827586207,52.353.199,4.916.515,success
2255,Singel                       , 1016 AA ,150.0,5,9000.0,60.0,52.366.956,4.890.049,success
2256,Westerstraat                       , 1015 ML ,50.0,2,2750.0,55.0,52.377.634,4.879.553,success
2257,Keizersgracht 135 II+III.                       , 1015 CK ,125.0,3,6200.0,49.6,52.375.988,4.886.961,doubt
2258,Berenstraat                       , 1016 GH ,65.0,3,3150.0,48.46153846153846,52.370.433,4.882.517,success
2259,Tweede Looiersdwarsstraat 3 B                       , 1016 VN ,70.0,2,3500.0,50.0,52.368.708,487.992,success
2260,Spuistraat                       , 1012 VP ,54.0,2,3500.0,64.81481481481481,5.237.056,4.889.144,success
2261,Prinsengracht 234 E                       , 1016 HE ,60.0,3,3000.0,50.0,52.372.383,4.882.552,doubt
2262,Keizersgracht 760 1                       , 1017 EZ ,22.0,2,1150.0,52.27272727272727,52.363.508,4.898.005,success
2263,Rijnlandlaan                       , 1062 MX ,92.0,3,3650.0,39.67391304347826,52.079.237,4.364.192,success
2264,Spuistraat 3 H                       , 1012 SP ,62.0,3,5000.0,80.64516129032258,52.369.254,4.888.593,doubt
2265,Burgemeester Hogguerstraat                       , 1064 EB ,51.0,2,2500.0,49.01960784313725,52.373.285,4.829.275,success
2266,Gulden Kruis                       , 1103 BK ,100.0,4,2500.0,25.0,5.231.862,4.966.166,success
2267,George Gershwinlaan 141                       , 1082 MT ,124.0,3,5500.0,44.35483870967741,52.335.851,4.872.946,success
2268,Korte Prinsengracht                       , 1013 GN ,100.0,3,2950.0,29.5,52.382.198,4.890.019,success
2269,, 1063 CB ,52.0,3,2300.0,44.230769230769226,489.973,doubt,
2270,Kijkduinstraat                       , 1055 XZ ,52.0,3,2300.0,44.230769230769226,52.383.184,4.853.087,success
2271,Burgemeester Hogguerstraat                       , 1064 EB ,51.0,2,2300.0,45.09803921568629,52.373.285,4.829.275,success
2272,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
2273,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
2274,Keizersgracht 641 D                       , 1017 DT ,120.0,3,6500.0,54.16666666666666,52.363.797,4.894.865,doubt
2275,Papendrechtstraat                       , 1106 BN ,76.0,3,2300.0,30.26315789473684,52.298.323,4.976.282,success
2276,Keizersgracht 34 C                       , 1015 CR ,134.0,3,2950.0,22.01492537313433,52.378.835,4.888.676,doubt
2277,Spijkerkade                       , 1021 JS ,30.0,1,2700.0,90.0,5.238.487,4.921.021,success
2278,Joh.M. Coenenstraat                       , 1071 WH ,95.0,3,6000.0,63.157894736842096,52.351.412,4.879.837,success
2279,Koningin Wilhelminaplein                       , 1062 KS ,80.0,3,2600.0,32.5,52.355.141,4.837.472,success
2280,Nieuwe Kerkstraat                       , 1018 EB ,65.0,2,2000.0,30.76923076923077,52.364.747,4.908.655,success
2281,Midscheeps                       , 1034 TL ,84.0,4,2500.0,29.761904761904763,52.412.397,4.918.023,success
2282,Bos en Lommerplantsoen 77 C                       , 1055 AA ,27.0,1,,,52.375.865,4.844.425,success
2283,Teilingen                       , 1082 JS ,129.0,3,4750.0,36.821705426356594,52.326.266,4.871.666,success
2284,Teilingen                       , 1082 JR ,55.0,2,2800.0,50.90909090909091,52.326.266,4.871.666,success
2285,Teilingen                       , 1082 JR ,91.0,3,4150.0,45.604395604395606,52.326.266,4.871.666,success
2286,Willem Frederik Hermansstraat 95                       , 1011 DG ,90.0,3,2500.0,27.777777777777786,52.376.357,4.907.598,success
2287,Koningin Wilhelminaplein                       , 1062 HJ ,66.0,1,1750.0,26.51515151515152,52.356.321,4.838.934,success
2288,Singel                       , 1012 VC ,70.0,2,3000.0,42.857142857142854,52.375.858,4.891.292,success
2289,Bos en Lommerplantsoen 69 E                       , 1055 AA ,29.0,1,2500.0,86.20689655172414,52.375.809,4.844.188,success
2290,Van Eeghenstraat 30 2                       , 1071 GH ,65.0,3,5000.0,76.92307692307692,52.358.181,4.875.858,doubt
2291,Prinsengracht 1061 1                       , 1017 JG ,130.0,3,4000.0,30.76923076923077,52.362.405,489.927,doubt
2292,Spinhuissteeg 16 1+2+3+4                       , 1012 CJ ,85.0,2,3050.0,35.882352941176464,52.370.198,4.897.393,success
2293,Staalstraat 14 3A                       , 1011 JL ,65.0,2,2500.0,38.46153846153846,52.368.336,4.896.973,doubt
2294,Mosveld 45 1                       , 1031 AC ,75.0,3,3000.0,40.0,52.390.755,4.913.443,doubt
2295,Eerste Leliedwarsstraat 2 A                       , 1015 TA ,70.0,3,4450.0,63.57142857142857,52.376.002,4.882.477,doubt
2296,Burgemeester Hogguerstraat 1189                       , 1064 EK ,48.0,2,2350.0,48.95833333333334,52.373.729,4.827.983,success
2297,Van Limburg Stirumstraat                       , 1051 AZ ,71.0,3,2150.0,30.28169014084507,52.383.494,4.876.727,doubt
2298,Minervalaan                       , 1077 NP ,130.0,6,5500.0,42.30769230769232,52.342.892,4.873.114,doubt
2299,IJdoornlaan 1487 C                       , 1034 BM ,38.0,1,2350.0,61.842105263157904,52.404.161,4.927.333,doubt
2300,Bos en Lommerplantsoen                       , 1055 AA ,30.0,1,2500.0,83.33333333333333,52.376.122,4.845.535,success
2301,Uiterwaardenstraat 225 A                       , 1079 CN ,85.0,3,4350.0,51.17647058823529,523.425,4.897.963,doubt
2302,Kerkstraat                       , 1017 GC ,70.0,2,4500.0,64.28571428571429,52.362.923,4.898.906,success
2303,Kloveniersburgwal                       , 1011 KB ,75.0,2,2000.0,26.66666666666667,52.370.961,4.898.727,success
2304,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
2305,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382.417,4.885.611,doubt
2306,Minervalaan                       , 1077 NP ,123.0,5,3650.0,29.67479674796748,52.342.892,4.873.114,doubt
2307,Lomanstraat                       , 1075 PS ,220.0,5,8000.0,36.36363636363637,52.351.284,4.859.917,success
2308,Overtoom                       , 1054 LN ,62.0,2,3500.0,56.45161290322582,52.361.024,4.868.881,doubt
2309,Amerbos                       , 1025 ZD ,77.0,3,2350.0,30.51948051948052,52.403.942,4.941.201,success
2310,Oudezijds Voorburgwal 167 2                       , 1012 ET ,65.0,2,2150.0,33.07692307692308,52.372.019,4.896.447,doubt
2311,Hectorstraat 29 1                       , 1076 PN ,73.0,3,3000.0,41.0958904109589,52.344.564,4.865.655,doubt
2312,Hoofdweg 63 I                       , 1058 AX ,48.0,3,2200.0,45.83333333333334,5.236.118,4.852.951,doubt
2313,Delflandplein 112                       , 1062 HV ,74.0,3,2500.0,33.78378378378378,52.349.607,4.839.925,success
2314,Keizersgracht 480                       , 1017 EG ,25.0,2,1700.0,68.0,52.364.035,4.892.455,doubt
2315,Albrecht Dürerstraat 37 II                       , 1077 LX ,120.0,4,5000.0,41.66666666666666,5.234.798,4.876.123,doubt
2316,Anjeliersstraat                       , 1015 NJ ,48.0,2,2800.0,58.33333333333334,52.377.579,488.245,doubt
2317,Spinozastraat                       , 1018 HJ ,57.0,3,5000.0,87.71929824561407,52.361.078,4.910.792,success
2318,Jan van Duivenvoordestraat                       , 1067 MT ,92.0,3,2500.0,27.17391304347826,52.378.549,4.802.617,doubt
2319,Reguliersdwarsstraat                       , 1017 BK ,48.0,2,2000.0,41.66666666666666,52.365.895,4.894.535,success
2320,Valeriusstraat 30 II                       , 1071 MJ ,160.0,6,7900.0,49.375,52.353.222,4.865.353,doubt
2321,Zeeburgerkade                       , 1019 VK ,67.0,3,2500.0,37.3134328358209,52.369.334,494.436,doubt
2322,Wijnsilostraat                       , 1019 VM ,81.0,3,3150.0,38.888888888888886,failed,failed,failed
2323,Eerste Atjehstraat                       , 1094 KG ,60.0,2,3000.0,50.0,52.362.652,4.937.921,success
2324,Slangenburg                       , 1082 JT ,86.0,3,3500.0,40.69767441860465,52.330.156,4.874.195,success
2325,Nieuwebrugsteeg                       , 1012 AH ,110.0,3,3650.0,33.18181818181818,52.376.256,489.957,success
2326,Markelerbergpad 5                       , 1105 AW ,27.0,1,1700.0,62.96296296296296,52.718.439,6.860.902,doubt
2327,Welnastraat                       , 1096 GJ ,28.0,1,2350.0,83.92857142857143,52.339.568,4.919.455,success
2328,Frans Halsstraat 78 E                       , 1072 BV ,69.0,2,3150.0,45.65217391304348,52.355.601,4.888.409,doubt
2329,Leidsegracht 24 2                       , 1016 CL ,147.0,3,4000.0,27.210884353741488,52.383.942,48.723,doubt
2330,Reguliersdwarsstraat                       , 1017 BJ ,60.0,2,2500.0,41.66666666666666,52.365.895,4.894.535,success
2331,Vechtstraat                       , 1079 JT ,65.0,3,2500.0,38.46153846153846,52.344.608,4.906.866,success
2332,, 1108 CP ,10.0,1,1250.0,125.0,5.230.786,4.993.466,success
2333,Zoutsteeg 24                       , 1012 LX ,49.0,2,2300.0,46.938775510204074,52.374.245,489.353,success
2334,Prins Hendrikkade                       , 1011 AJ ,85.0,2,3150.0,37.058823529411775,52.378.884,4.895.995,doubt
2335,Keizersgracht 133 C                       , 1015 CJ ,155.0,3,6200.0,40.0,52.376.033,4.887.034,doubt
2336,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382.417,4.885.611,success
2337,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
2338,Keizersgracht 643 D                       , 1017 DT ,117.0,3,6500.0,55.55555555555557,52.363.825,4.894.938,doubt
2339,Dam                       , 1012 JS ,134.0,4,3000.0,22.38805970149253,52.372.726,4.892.135,success
2340,Stadhouderskade                       , 1074 AZ ,96.0,2,2500.0,26.04166666666667,52.361.805,4.881.884,success
2341,Valkenburgerstraat                       , 1011 NB ,46.0,2,2500.0,54.34782608695652,52.369.578,4.906.694,success
2342,Rondeel                       , 1083 ME ,105.0,3,3050.0,29.04761904761905,52.327.495,4.880.712,doubt
2343,Ruysdaelkade                       , 1072 AV ,70.0,2,3500.0,50.0,5.236.035,4.886.607,success
2344,Emmy Andriessestraat                       , 1087 NE ,105.0,3,2000.0,19.047619047619047,52.346.995,5.009.678,doubt
2345,Eef Kamerbeekstraat 688                       , 1095 MP ,89.0,3,2650.0,29.775280898876403,52.371.265,4.967.746,doubt
2346,Van Spilbergenstraat                       , 1057 RN ,50.0,3,3000.0,60.0,52.367.038,4.851.559,success
2347,Kalverstraat                       , 1012 XJ ,93.0,2,4350.0,46.774193548387096,52.369.735,4.891.233,success
2348,, 1105 BM ,90.0,3,2300.0,25.555555555555557,489.973,doubt,
2349,Oostenburgervoorstraat 3 C                       , 1018 MN ,61.0,2,3000.0,49.18032786885247,52.369.638,4.923.306,doubt
2350,, 1105 BM ,96.0,3,2000.0,20.83333333333333,489.973,doubt,
2351,Lange Leidsedwarsstraat 70 D                       , 1017 NM ,66.0,2,3000.0,45.45454545454545,52.364.747,4.883.314,doubt
2352,Lange Leidsedwarsstraat 70 A                       , 1017 NM ,55.0,2,2300.0,41.81818181818182,52.364.747,4.883.314,doubt
2353,, 1069 LK ,10.0,5,850.0,85.0,489.973,doubt,
2354,Egelantiersstraat 143 B                       , 1015 RA ,181.0,6,8550.0,47.23756906077348,52.375.991,4.879.427,doubt
2355,Wijenburg 153                       , 1082 VS ,67.0,3,4000.0,59.70149253731344,52.331.058,4.872.312,success
2356,Onstein 76                       , 1082 KL ,71.0,3,3000.0,42.25352112676056,52.331.108,4.869.378,success
2357,Oudezijds Voorburgwal                       , 1012 EX ,138.0,3,3650.0,26.44927536231884,52.372.452,4.896.855,success
2358,Reestraat 11 2                       , 1016 DM ,62.0,2,2350.0,37.903225806451616,52.372.309,4.884.095,success
2359,Quellijnstraat 80 HB                       , 1072 XW ,65.0,2,4450.0,68.46153846153847,52.356.685,4.890.126,success
2360,Gelrestraat                       , 1079 MZ ,51.0,2,2500.0,49.01960784313725,52.339.345,4.893.381,success
2361,Koningin Wilhelminaplein                       , 1062 KS ,96.0,4,2450.0,25.52083333333333,52.355.141,4.837.472,success
2362,Koningin Wilhelminaplein                       , 1062 KS ,99.0,4,2450.0,24.74747474747475,52.355.141,4.837.472,success
2363,Koningin Wilhelminaplein                       , 1062 KS ,90.0,3,2800.0,31.11111111111111,52.355.141,4.837.472,success
2364,Prinsengracht 1055 A-I                       , 1017 JE ,50.0,2,3500.0,70.0,52.362.294,4.898.699,doubt
2365,Prinsengracht 1055 A-II                       , 1017 JE ,50.0,2,3500.0,70.0,52.362.294,4.898.699,doubt
2366,Prinsengracht 1055 A-III                       , 1017 JE ,100.0,5,3500.0,35.0,52.362.294,4.898.699,doubt
2367,Revaleiland                       , 1014 ZG ,81.0,3,2500.0,30.8641975308642,52.392.854,4.878.787,success
2368,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
2369,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
2370,Kinkerstraat 324 4                       , 1053 GD ,48.0,2,2500.0,52.08333333333334,52.365,486.305,doubt
2371,Buikslotermeerplein                       , 1025 EV ,70.0,3,1700.0,24.285714285714285,52.400.503,49.337,doubt
2372,Keizersgracht                       , 1017 ES ,62.0,2,4500.0,72.58064516129029,52.364.336,4.892.515,doubt
2373,Rapenburgerplein                       , 1011 VA ,40.0,1,3000.0,75.0,52.370.237,4.911.078,doubt
2374,Eosstraat                       , 1076 DT ,102.0,3,4450.0,43.62745098039216,52.346.015,4.855.261,success
2375,Pieter Cornelisz. Hooftstraat                       , 1071 BS ,84.0,3,6000.0,71.42857142857143,52.360.453,4.881.822,doubt
2376,Pieter Cornelisz. Hooftstraat                       , 1071 BS ,84.0,3,1000.0,11.904761904761903,52.360.453,4.881.822,doubt
2377,Korte Prinsengracht                       , 1013 GN ,88.0,3,3150.0,35.79545454545455,52.382.198,4.890.019,success
2378,Leidsekruisstraat 52                       , 1017 RJ ,100.0,3,4000.0,40.0,52.363.286,4.884.373,success
2379,Vondelstraat 57 IV                       , 1054 GK ,58.0,1,3000.0,51.72413793103448,52.361.503,4.875.125,success
2380,Driehoekstraat                       , 1015 GL ,70.0,3,2800.0,40.0,52.382.662,488.291,success
2381,Bert Haanstrakade 392 B                       , 1087 EC ,59.0,2,2350.0,39.83050847457627,52.357.354,4.999.953,success
2382,, 1015 PB ,170.0,7,4000.0,23.52941176470589,52.378.154,4.884.288,success
2383,Kerkstraat 83 A                       , 1017 GC ,70.0,2,2500.0,35.714285714285715,52.364.698,4.886.736,doubt
2384,Maassluisstraat 242                       , 1062 GL ,82.0,3,3500.0,42.68292682926829,52.349.658,4.835.302,success
2385,Ditlaar                       , 1066 EE ,40.0,1,1800.0,45.0,52.343.383,4.799.384,success
2386,Sint Jacobsstraat                       , 1012 NC ,80.0,3,5000.0,62.5,5.237.651,4.895.299,doubt
2387,Rustenburgerstraat                       , 1074 ET ,35.0,2,2500.0,71.42857142857143,5.235.135,4.890.665,doubt
2388,Tommaso Albinonistraat 126                       , 1083 HM ,126.0,3,2950.0,23.41269841269841,52.335.239,4.887.317,success
2389,Orteliusstraat 17 N                       , 1057 AR ,60.0,2,2500.0,41.66666666666666,52.369.318,484.977,doubt
2390,Koningin Wilhelminaplein                       , 1062 HJ ,65.0,2,3000.0,46.153846153846146,52.356.321,4.838.934,success
2391,Marnixstraat 192 D                       , 1016 TJ ,63.0,3,2500.0,39.68253968253968,52.371.617,4.875.835,doubt
2392,Haarlemmerdijk 42 C                       , 1013 JD ,64.0,2,3500.0,54.6875,52.382.948,4.886.692,doubt
2393,Eastonstraat 119                       , 1068 JD ,75.0,4,2500.0,33.333333333333336,52.356.804,4.814.618,success
2394,Van Woustraat 68 3                       , 1073 LN ,60.0,3,2900.0,48.33333333333334,52.360.907,485.225,doubt
