,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
583,Osdorper Ban                       , 1069 GA ,115.0,3,3000.0,26.08695652173913,52.359237,4.781176
585,Nieuwe Achtergracht                       , 1018 WT ,65.0,3,2800.0,43.07692307692307,52.362893,4.909739
586,Tweede Constantijn Huygensstraat                       , 1054 CW ,125.0,4,4500.0,36.0,52.363382,4.873156
587,Rustenburgerstraat 138 2                       , 1073 GJ ,55.0,3,3000.0,54.54545454545455,52.352939,4.900974
588,1e Kekerstraat                       , 1104 VA ,90.0,3,2300.0,25.555555555555557,52.314115,4.980872
590,Curaçaostraat                       , 1058 BP ,70.0,3,2500.0,35.714285714285715,52.361198,4.851815
591,Overschiestraat 170 B2*                       , 1062 XK ,117.0,4,4700.0,40.17094017094017,52.348849,4.839201
592,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
593,Bijlmerdreef                       , 1103 TW ,80.0,3,2800.0,35.0,52.315571000000006,4.952914
594,Dapperstraat                       , 1093 BS ,55.0,2,2350.0,42.72727272727273,52.362814,4.92739
596,Maassluisstraat                       , 1062 GS ,40.0,2,2500.0,62.5,52.349216,4.836661
597,Bezaanjachtplein                       , 1034 CR ,50.0,2,2500.0,50.0,52.408269,4.915102
598,Loenermark                       , 1025 SV ,75.0,3,2000.0,26.66666666666667,52.399525,4.932976
599,Wilhelminastraat                       , 1054 VW ,60.0,2,2500.0,41.66666666666666,52.361416,4.862565
600,Bankastraat                       , 1094 EA ,55.0,3,2500.0,45.45454545454545,52.36482,4.933322
601,Vechtstraat                       , 1079 JG ,65.0,3,2200.0,33.846153846153854,52.344608,4.906866
602,Korte Leidsedwarsstraat                       , 1017 RD ,65.0,3,2500.0,38.46153846153846,52.363282,4.884683
604,Lumeijstraat                       , 1056 VX ,75.0,3,3000.0,40.0,52.373111,4.861139
605,Keizersgracht                       , 1015 CN ,140.0,3,3500.0,25.0,52.364336,4.892515
607,Ruimzicht                       , 1068 CP ,105.0,3,3000.0,28.57142857142857,52.361703000000006,4.809092
608,Bert Haanstrakade 182                       , 1087 DK ,110.0,2,4450.0,40.45454545454545,52.359813,4.995218
609,Hembrugstraat 7 2                       , 1013 WV ,46.0,2,2150.0,46.73913043478261,52.391917,4.877115
610,Jesse Owenshof                       , 1034 WT ,72.0,3,2000.0,27.777777777777786,52.403797999999995,4.919943
611,Bernard Zweerskade 20 III                       , 1077 VA ,145.0,5,4650.0,32.06896551724138,52.34502,4.877287
612,Tweede Kostverlorenkade 132 2                       , 1053 SE ,50.0,3,3500.0,70.0,52.364034000000004,4.860067
615,Waalstraat                       , 1079 DP ,55.0,2,2800.0,50.90909090909091,52.344337,4.900403
616,Th. J. Lammerslaan 35                       , 1064 DH ,80.0,3,3000.0,37.5,52.372176,4.8189269999999995
617,Marnixstraat                       , 1016 XV ,65.0,2,4000.0,61.53846153846154,52.365369,4.880152
618,Pieter Vlamingstraat 18 III                       , 1093 AD ,80.0,4,2800.0,35.0,52.364402,4.924456
619,Raadhuisstraat 19 II                       , 1016 DB ,35.0,2,2800.0,80.0,52.373213,4.887668
621,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
622,Gerard Doustraat 8 B                       , 1072 VP ,46.0,3,3500.0,76.08695652173913,52.355651,4.891946
623,Plantage Doklaan 42 D                       , 1018 CN ,19.0,1,2350.0,123.68421052631581,52.368023,4.912667
624,Overschiestraat 170 B17                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348849,4.839201
625,Westerdoksdijk                       , 1013 BX ,62.0,2,2500.0,40.32258064516129,52.386837,4.892743
626,Esplanade de Meer 158                       , 1098 WP ,96.0,3,2500.0,26.04166666666667,52.344765,4.950871
627,Van Kinsbergenstraat 80                       , 1057 PT ,53.0,2,3500.0,66.0377358490566,52.368646000000005,4.858235
628,Faas Wilkesstraat 225                       , 1095 MD ,67.0,3,2150.0,32.089552238805965,52.372890000000005,4.968642
629,Kloveniersburgwal 121 B                       , 1011 KC ,70.0,3,4050.0,57.85714285714285,52.368434,4.896825
631,Nachtwachtlaan 187                       , 1058 EG ,59.0,2,2150.0,36.440677966101696,52.36012,4.843505
632,Hoofdweg 95 B                       , 1058 BA ,65.0,3,2800.0,43.07692307692307,52.362178,4.85291
634,Lindengracht 29 2                       , 1015 KB ,41.0,2,2000.0,48.780487804878035,52.3804,4.8869110000000004
635,Derde Helmersstraat 72 1                       , 1054 BL ,67.0,2,3000.0,44.77611940298507,52.364810999999996,4.875253
637,Ehrlichstraat 10 2                       , 1098 SB ,70.0,3,2150.0,30.714285714285715,52.350134000000004,4.942012
639,Termini 443                       , 1025 XM ,77.0,3,3000.0,38.96103896103896,52.401761,4.934016000000001
640,Herenstraat 20                       , 1015 CB ,67.0,2,3500.0,52.23880597014925,52.377245,4.888871
641,Welnastraat                       , 1096 GJ ,32.0,1,2000.0,62.5,52.339568,4.919455
642,Muntplein 2 G                       , 1012 WR ,64.0,2,1700.0,26.5625,52.367405,4.893165
643,Van Nijenrodeweg                       , 1082 HG ,86.0,3,2800.0,32.55813953488372,52.327461,4.858417
644,Govert Flinckstraat                       , 1072 EG ,56.0,2,4000.0,71.42857142857143,52.355581,4.895827
645,Nieuwe Achtergracht 97 HS                       , 1018 WP ,55.0,3,4000.0,72.72727272727273,52.363085,4.909554
646,Martelaarsgracht 9 IV                       , 1012 TN ,51.0,2,3500.0,68.62745098039215,52.377762,4.896516
647,Bloedstraat 22 II                       , 1012 BS ,50.0,2,2500.0,50.0,52.372795,4.899433999999999
648,Rozenboomsteeg 8 I                       , 1012 PR ,81.0,3,4000.0,49.382716049382715,52.369236,4.890708
649,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
650,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
651,Blasiusstraat                       , 1091 CL ,61.0,3,3000.0,49.18032786885247,52.357332,4.912146
652,Stadhouderskade 124 G                       , 1074 AV ,37.0,1,2350.0,63.51351351351353,52.357737,4.8996129999999996
653,Tweede Bloemdwarsstraat 1 B                       , 1016 LL ,55.0,4,2500.0,45.45454545454545,52.373738,4.879633
654,Julius Pergerstraat 61                       , 1087 KN ,80.0,3,2800.0,35.0,52.352025,5002068.0
655,Albert Cuypstraat 132 1                       , 1073 BJ ,36.0,2,3500.0,97.22222222222223,52.355433000000005,4.893504
657,Marnixstraat 54 HL                       , 1015 VT ,31.0,2,2350.0,75.80645161290323,52.380642,4.880299
658,Albert Cuypstraat 132 4                       , 1073 BJ ,28.0,2,3500.0,125.0,52.355433000000005,4.893504
659,Ferdinand Bolstraat                       , 1072 LB ,66.0,3,5500.0,83.33333333333333,52.350566,4.891676
661,Overschiestraat 170 B9*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
662,Overschiestraat 170 B19*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
663,Swammerdamstraat                       , 1091 RW ,65.0,3,3050.0,46.92307692307693,52.357744,4.9076889999999995
664,Overschiestraat 170 B10*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
665,Singel                       , 1012 VG ,48.0,2,2150.0,44.79166666666666,52.375858,4.891292
666,Jan Smitstraat                       , 1069 SZ ,95.0,3,3000.0,31.578947368421048,52.351232,4.800521
667,Benedenlangs 17                       , 1025 KB ,55.0,2,1950.0,35.45454545454545,52.396271999999996,4.931381
668,Prinsengracht 657 1                       , 1016 HV ,45.0,2,2300.0,51.111111111111114,52.367072,4.882803
669,Groenburgwal                       , 1011 HW ,80.0,3,3650.0,45.625,52.368714000000004,4.897962000000001
670,Van Nijenrodeweg                       , 1082 HV ,87.0,3,3500.0,40.22988505747128,52.327461,4.858417
671,Overschiestraat 170 C6*                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348849,4.839201
673,Singel                       , 1012 WJ ,82.0,4,4000.0,48.780487804878035,52.375858,4.891292
674,Rustenburgerstraat                       , 1073 GJ ,53.0,3,3000.0,56.60377358490565,52.35135,4.890665
676,Jan Vrijmanstraat 345                       , 1087 NB ,109.0,3,3000.0,27.522935779816518,52.346241,5009875.0
677,Vondelstraat 122 C                       , 1054 GS ,70.0,2,3500.0,50.0,52.361242,4.873078
678,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
680,Koggestraat 8 B                       , 1012 TA ,68.0,2,2800.0,41.1764705882353,52.377561,4.893508
681,Daniël Stalpertstraat                       , 1072 XL ,67.0,3,3500.0,52.23880597014925,52.35634,4.887791
682,Orteliusstraat 349 I                       , 1056 PC ,55.0,2,2500.0,45.45454545454545,52.374238,4.846817
683,Joos Banckersplantsoen 85                       , 1056 LD ,130.0,3,4500.0,34.615384615384606,52.376381,4.855514
684,Westerkade                       , 1015 XE ,87.0,3,3000.0,34.48275862068966,52.375877,4.87786
685,Paramaribostraat 57 2                       , 1058 VG ,108.0,4,3500.0,32.407407407407405,52.360826,4.854189
686,Wamelplein                       , 1106 DP ,60.0,2,2500.0,41.66666666666666,52.299537,4.987297
690,Graafschapstraat                       , 1079 PE ,55.0,2,1950.0,35.45454545454545,52.339456,4.894278
693,De Lairessestraat                       , 1071 PB ,100.0,3,3650.0,36.5,52.353958,4.873075
694,Henri Zagwijnstraat 2 1                       , 1077 XP ,72.0,3,2200.0,30.555555555555557,52.342394,4.868703
695,Boeninlaan                       , 1102 TK ,56.0,2,2500.0,44.64285714285715,52.3216,4.941808
696,Nassaukade 302 1                       , 1053 LN ,45.0,2,2350.0,52.22222222222222,52.374679,4.81803
697,Kolfschotenstraat 324                       , 1104 PG ,50.0,2,2500.0,50.0,52.315496,4.9668209999999995
698,Omval 259 PP                       , 1096 HR ,80.0,3,3150.0,39.375,52.344263,4.915993
699,Kloveniersburgwal 77 C                       , 1011 KA ,125.0,3,3650.0,29.2,52.369562,4.8978839999999995
700,Fritz Conijnstraat                       , 1063 CC ,58.0,3,2800.0,48.27586206896552,52.384367,4.836106
702,Koningineg 188 bv                       , 1075 EJ ,180.0,6,4700.0,26.11111111111111,52.307398,4.946739
706,Staringplein                       , 1054 VK ,60.0,3,4000.0,66.66666666666667,52.360417,4.86301
708,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
709,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
710,Van Hogendorpstraat 155 1                       , 1051 BN ,60.0,2,2000.0,33.333333333333336,52.382940000000005,4.873399
711,Van Ostadestraat 238 3                       , 1073 TV ,90.0,3,3050.0,33.888888888888886,52.352805,4.896865
712,Carnapstraat                       , 1062 KT ,92.0,3,3500.0,38.04347826086956,52.354139,4.8392919999999995
714,Koggestraat                       , 1012 TA ,92.0,3,5000.0,54.34782608695652,52.377485,4.893503
715,Singel                       , 1016 AK ,85.0,2,4200.0,49.411764705882355,52.375858,4.891292
716,Govert Flinckstraat                       , 1074 CA ,55.0,2,3000.0,54.54545454545455,52.355581,4.895827
717,Fokke Simonszstraat 65 B2                       , 1017 TE ,40.0,2,2150.0,53.75,52.360258,4.895212
718,Gerard Douplein 19 H                       , 1073 XE ,105.0,4,3500.0,33.333333333333336,52.356146,4.893219
719,Maassluisstraat                       , 1062 GS ,40.0,1,2500.0,62.5,52.349216,4.836661
720,Eva Besnyöstraat                       , 1087 KR ,90.0,3,3000.0,33.333333333333336,52.349084000000005,5009566.0
721,Van Gentstraat                       , 1055 PC ,70.0,3,3000.0,42.857142857142854,52.383796000000004,4.851579
722,Govert Flinckstraat                       , 1074 CA ,55.0,2,3000.0,54.54545454545455,52.355581,4.895827
723,Spijkerkade                       , 1021 JS ,30.0,1,1950.0,65.0,52.38487,4.921021
724,Spuistraat                       , 1012 SP ,45.0,2,2850.0,63.33333333333334,52.37056,4.889144
725,Spijkerkade                       , 1021 JS ,30.0,1,1950.0,65.0,52.38487,4.921021
726,Weteringschans 41 A                       , 1017 RW ,120.0,3,4500.0,37.5,52.361969,4.885255
727,Kuiperssteeg                       , 1012 HR ,75.0,2,2500.0,33.333333333333336,52.369903,4.893814
728,Nijenburg 8                       , 1081 GG ,56.0,2,3500.0,62.5,52.32845,4.865785
730,Valschermkade                       , 1059 CD ,18.0,1,2000.0,111.11111111111113,52.342239,4.845758999999999
731,Bloemgracht 110 B                       , 1015 TN ,103.0,4,4000.0,38.83495145631068,52.374663,4.879868
732,Waverstraat                       , 1079 VL ,55.0,2,3000.0,54.54545454545455,52.346014000000004,4.908976
733,Erich Salomonstraat                       , 1087 GT ,90.0,3,2500.0,27.777777777777786,52.357277,4.996446
734,Van der Hoopstraat                       , 1051 VE ,50.0,2,3500.0,70.0,52.384355,4.8741900000000005
739,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
740,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
741,Loosduinenstraat 100                       , 1062 EG ,100.0,3,3150.0,31.5,52.351196,4.838119
742,Leidsegracht 82 F                       , 1016 CR ,105.0,3,6200.0,59.04761904761904,52.366025,4.881715
743,Fregelaan 15                       , 1062 KK ,93.0,3,2000.0,21.505376344086017,52.352849,4.837258
744,Hogewerf 133                       , 1082 NC ,81.0,3,2000.0,24.691358024691358,52.333683,4.880718
745,Samosstraat 30                       , 1060 TA ,14.0,1,710.0,50.714285714285715,52.345653999999996,4.791809
746,Rinus Michelslaan 221                       , 1061 MB ,67.0,3,2150.0,32.089552238805965,52.373158000000004,4.838783
747,Bloemstraat                       , 1016 LJ ,86.0,3,4750.0,55.23255813953488,52.373799,4.879824
748,De Lairessestraat                       , 1071 PL ,92.0,3,4000.0,43.47826086956522,52.352568,4.867877
749,Van Spilbergenstraat                       , 1057 RK ,70.0,3,3000.0,42.857142857142854,52.367038,4.851559
750,John Franklinstraat                       , 1056 SX ,54.0,2,2000.0,37.03703703703704,52.372333000000005,4.853828
751,Prins Hendrikkade                       , 1011 TB ,140.0,5,7000.0,50.0,52.378884,4.895995
752,Van Breestraat                       , 1071 ZG ,70.0,3,5000.0,71.42857142857143,52.356006,4.873316
753,Elisabeth Wolffstraat                       , 1053 TR ,107.0,5,3000.0,28.03738317757009,52.369781,4.867401
754,Beethovenstraat 151 1                       , 1077 JD ,73.0,3,3500.0,47.94520547945206,52.342746999999996,4.8776209999999995
755,Overtoom 403 II                       , 1054 JP ,63.0,3,3150.0,50.0,52.359224,4.861768
756,Rosmarijnsteeg 15                       , 1012 RP ,60.0,2,2500.0,41.66666666666666,52.370308,4.88933
757,Veerstraat 8 H                       , 1075 ST ,95.0,3,4500.0,47.368421052631575,52.40802,4.933818
758,Kinderdijkstraat 76 II                       , 1079 GN ,55.0,3,2500.0,45.45454545454545,52.341891,4.902768
759,Vlakkerweg 97                       , 1033 DZ ,75.0,3,2150.0,28.66666666666667,52.404720000000005,4.899553
760,Tweede Hugo de Grootstraat 28 A                       , 1052 LD ,60.0,3,2500.0,41.66666666666666,52.374596000000004,4.873628
761,Van Breestraat                       , 1071 ZP ,200.0,7,9000.0,45.0,52.356006,4.873316
762,Stephensonstraat 20 C                       , 1097 BB ,127.0,3,3150.0,24.80314960629921,52.350336999999996,4.919641
763,Gaasterlandstraat 158                       , 1079 RH ,64.0,2,3000.0,46.875,52.337914000000005,4.895529
764,Fregelaan 121                       , 1062 KM ,100.0,3,2450.0,24.5,52.35282,4.838844
765,Gaasterlandstraat 174                       , 1079 RH ,89.0,3,2800.0,31.460674157303373,52.337834,4.89551
766,Eemlandstraat 13                       , 1079 RM ,60.0,2,2000.0,33.333333333333336,52.338083000000005,4.895741
768,Gustav Mahlerlaan 679                       , 1082 MK ,93.0,3,3500.0,37.63440860215053,52.336121,4.8709370000000005
769,Gerard Doustraat                       , 1072 VL ,46.0,2,4000.0,86.95652173913044,52.355304,4.889822000000001
770,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
771,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
772,Pieter Lastmankade                       , 1075 KJ ,62.0,3,3150.0,50.806451612903224,52.347521,4.856877
773,Hoofddorpplein 10 II                       , 1058 PD ,55.0,2,2150.0,39.09090909090909,52.3514,4.850618
774,Kerkstraat                       , 1017 JA ,65.0,3,4500.0,69.23076923076923,52.362922999999995,4.898906
775,Gerrit van der Veenstraat                       , 1077 DN ,68.0,3,4450.0,65.44117647058823,52.348818,4.877203
776,Eerste Jan van der Heijdenstraat 34 B                       , 1072 TV ,70.0,3,4500.0,64.28571428571429,52.352875,4.8879410000000005
778,Laurierstraat 75 F                       , 1016 PJ ,32.0,2,2000.0,62.5,52.371932,4.880223
779,Wedderborg 5                       , 1082 SV ,70.0,2,3500.0,50.0,52.334237,4.873816000000001
780,Nieuwe Leliestraat 153 1                       , 1015 HC ,40.0,2,2500.0,62.5,52.374721,4.87859
781,Willem de Zwijgerlaan 353 2                       , 1055 RB ,50.0,2,2000.0,40.0,52.382257,4.857044999999999
782,Amstelveenseweg 71 3                       , 1075 VV ,70.0,4,4450.0,63.57142857142857,52.353581,4.856037000000001
783,Tugelaweg 71 1                       , 1091 VM ,54.0,3,2500.0,46.2962962962963,52.355142,4.919181
784,Laurierstraat 75 G                       , 1016 PJ ,28.0,2,2000.0,71.42857142857143,52.371932,4.880223
785,Van Nijenrodeweg 546                       , 1082 HS ,90.0,3,2800.0,31.11111111111111,52.327515000000005,4.873996
786,Eerste Jacob van Campenstraat                       , 1072 BH ,60.0,2,3000.0,50.0,52.357483,4.888775
787,Djambistraat 44 1                       , 1094 BB ,55.0,3,3000.0,54.54545454545455,52.364723,4.9378720000000005
788,Lindengracht                       , 1015 KN ,60.0,3,3500.0,58.33333333333334,52.380583,4.886718
789,Loenermark                       , 1025 SB ,80.0,4,2500.0,31.25,52.399525,4.932976
790,Spuistraat 3 F15                       , 1012 SP ,60.0,2,2000.0,33.333333333333336,52.369254,4.888593
791,Prinsengracht                       , 1017 KH ,45.0,2,3000.0,66.66666666666667,52.362122,4.898975
792,Singel                       , 1012 WL ,70.0,2,3000.0,42.857142857142854,52.375858,4.891292
793,Willem de Zwijgerlaan 108 H                       , 1056 JV ,50.0,2,2000.0,40.0,52.373540999999996,4.863713
794,Paardekraalstraat 2 4                       , 1092 JB ,68.0,3,3000.0,44.11764705882353,52.355261999999996,4.924596
795,Sumatrastraat 60 4                       , 1094 NG ,53.0,2,3500.0,66.0377358490566,52.362864,4.935658999999999
796,Fokke Simonszstraat                       , 1017 TE ,72.0,2,3650.0,50.694444444444436,52.360304,4.893629
797,Westerdok 198                       , 1013 BH ,90.0,3,2800.0,31.11111111111111,52.383511999999996,4.891532
798,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
799,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
800,Haardstee 95                       , 1102 NE ,65.0,2,1950.0,30.0,52.311192,4.952168
801,Huidekoperstraat 25 A                       , 1017 ZL ,72.0,3,3150.0,43.75,52.358804,4.898062
802,Rozengracht 216 1                       , 1016 NL ,40.0,2,2350.0,58.75,52.372609999999995,4.876837
803,Fokke Simonszstraat                       , 1017 TE ,82.0,2,4500.0,54.878048780487795,52.360304,4.893629
804,Funenpark 320                       , 1018 AK ,75.0,2,2800.0,37.333333333333336,52.36905,4.931837000000001
805,Nieuwe Uilenburgerstraat 108                       , 1011 LX ,115.0,2,4450.0,38.69565217391305,52.370108,4.903766
806,Van Leijenberghlaan 113 A                       , 1082 GD ,116.0,4,4300.0,37.06896551724138,52.327576,4.879746
808,Olympiaweg 72 1                       , 1076 XD ,48.0,2,3000.0,62.5,52.347438000000004,4.860969
811,Nieuwe Herengracht                       , 1011 SG ,76.0,3,3500.0,46.05263157894736,52.365992999999996,4.903332
814,Lederambachtstraat                       , 1069 HK ,80.0,4,4450.0,55.625,52.356395,4.795185
815,Bolestein 546                       , 1081 EJ ,88.0,3,2800.0,31.818181818181817,52.324934000000006,4.859314
817,Seranggracht                       , 1019 PM ,90.0,3,2200.0,24.44444444444445,52.377829,4.932932
818,Ruysdaelkade 113 a                       , 1072 AN ,55.0,2,2800.0,50.90909090909091,52.354939,4.887183
819,Fagelstraat 71 B                       , 1052 EZ ,66.0,3,2500.0,37.87878787878788,52.380101,4.875811
820,Oeverpad 431                       , 1068 PM ,106.0,3,3000.0,28.301886792452827,52.364502,4.808279
821,Sumatrakade 1499                       , 1019 RS ,110.0,4,3050.0,27.72727272727273,52.379533,4.923388
822,Keizersgracht 141 B                       , 1015 CK ,115.0,4,2950.0,25.65217391304348,52.375863,4.88685
823,Brouwersgracht 6 I                       , 1013 GW ,45.0,2,2500.0,55.55555555555557,52.379719,4.889313
824,Tielstraat 56                       , 1107 RA ,70.0,3,2300.0,32.857142857142854,52.291947,4.968978
825,Foeliedwarsstraat 62 1                       , 1011 TP ,87.0,3,3000.0,34.48275862068966,52.37055,4.910927
827,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
828,Michelangelostraat 81 I                       , 1077 BX ,60.0,2,2000.0,33.333333333333336,52.345723,4.871555
830,Van Walbeeckstraat                       , 1058 CM ,57.0,3,2300.0,40.35087719298246,52.361478000000005,4.851012
831,Frans Halsstraat                       , 1072 BS ,50.0,3,3000.0,60.0,52.356556,4.888733
833,Rijnstraat                       , 1078 RD ,57.0,3,2800.0,49.122807017543856,52.348776,4.9042010000000005
834,Veerstraat                       , 1075 SZ ,50.0,2,2500.0,50.0,52.35139,4.853946
835,Martelaarsgracht                       , 1012 TR ,70.0,3,3500.0,50.0,52.377883000000004,4.896631
836,Welnastraat                       , 1096 GJ ,28.0,1,2500.0,89.2857142857143,52.339568,4.919455
837,Gerrit van der Veenstraat 161 H                       , 1077 EA ,162.0,6,8000.0,49.382716049382715,52.348569,4.868924
838,Gerrit van der Veenstraat 127 B                       , 1077 DW ,174.0,5,7600.0,43.678160919540225,52.34867,4.871315
839,Ferdinand Bolstraat                       , 1072 LB ,66.0,3,5500.0,83.33333333333333,52.350566,4.891676
840,Jacob van Lennepkade 44 3                       , 1053 ML ,90.0,2,3050.0,33.888888888888886,52.366028,4.874035
841,Tweede Jan Steenstraat 75 F                       , 1074 CL ,27.0,1,2350.0,87.03703703703705,52.402014,4.935554
842,Derde Schinkelstraat                       , 1075 TM ,80.0,3,2500.0,31.25,52.352868,4.854601000000001
843,Kribbestraat 48 2                       , 1079 WV ,55.0,3,3200.0,58.18181818181818,52.341104,4.903613
844,Eef Kamerbeekstraat 674                       , 1095 MP ,48.0,1,2000.0,41.66666666666666,52.371136,4.967658999999999
845,Eef Kamerbeekstraat 654                       , 1095 MP ,70.0,2,2600.0,37.142857142857146,52.371261,4.967935
847,Geuzenstraat                       , 1056 JZ ,62.0,3,2500.0,40.32258064516129,52.372279,4.864637999999999
848,Michelangelostraat 116                       , 1077 CH ,120.0,3,5700.0,47.5,52.344975,4.87127
849,Dever 16                       , 1082 BJ ,65.0,3,2150.0,33.07692307692308,52.324899,4.869744
850,Willem de Zwijgerlaan 207 2                       , 1056 JP ,64.0,3,2150.0,33.59375,52.376907,4.86266
852,Nassaukade                       , 1052 CK ,52.0,2,3900.0,75.0,52.379571999999996,4.878407
853,Joan Muyskenweg 6 B8                       , 1096 CJ ,73.0,3,2500.0,34.246575342465746,52.336259000000005,4.913532
854,Keizersgracht 210 II                       , 1016 DX ,80.0,2,2800.0,35.0,52.373542,4.884580000000001
855,Prinsengracht 193 D                       , 1015 DS ,140.0,3,5500.0,39.285714285714285,52.377561,4.886183
856,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
857,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
858,Mary van der Sluisstraat 106                       , 1095 ME ,65.0,2,2500.0,38.46153846153846,52.372572999999996,4.96357
860,Van Nijenrodeweg                       , 1083 EJ ,30.0,1,2500.0,83.33333333333333,52.327461,4.858417
861,Warmoesstraat 46 A                       , 1012 JE ,91.0,3,2950.0,32.41758241758241,52.375554,4.898314
862,Bloemstraat 36 D                       , 1016 LC ,45.0,2,2500.0,55.55555555555557,52.374375,4.881794999999999
863,Van Boshuizenstraat 167                       , 1083 AV ,80.0,3,2150.0,26.875,52.407387,4.912163
864,Anton Verheijstraat 7 3                       , 1077 KT ,110.0,4,4450.0,40.45454545454545,52.343431,4.875632
866,Kinderdijkstraat 36 1                       , 1079 GK ,56.0,3,3000.0,53.57142857142857,52.343131,4.902813
868,Rokin 128 D                       , 1012 LC ,40.0,2,2350.0,58.75,52.368415,4.892082
869,Kinkerstraat                       , 1053 EL ,44.0,2,3000.0,68.18181818181819,52.367585999999996,4.873204
871,Amstelvlietstraat 540                       , 1096 GG ,80.0,3,2400.0,30.0,52.33893,4.919182
872,Van Spilbergenstraat                       , 1057 PV ,45.0,3,2700.0,60.0,52.367038,4.851559
873,ms. van Riemsdijkweg                       , 1033 RD ,75.0,3,2500.0,33.333333333333336,52.400438,4.8920330000000005
874,Oudezijds Voorburgwal                       , 1012 EM ,80.0,3,4000.0,50.0,52.372452,4.896855
875,Beethovenstraat 138 3                       , 1077 JS ,210.0,6,4650.0,22.142857142857146,52.345789,4.876412
877,Willem de Zwijgerlaan                       , 1056 JT ,50.0,2,1700.0,34.0,52.371165999999995,4.863198000000001
878,Cabotstraat 17 1                       , 1057 VP ,48.0,3,2350.0,48.95833333333334,52.368158,4.855773999999999
880,Wijdesteeg 64 *                       , 1012 RN ,50.0,2,2150.0,43.0,52.371757,4.890098
881,Tugelaweg 32 A                       , 1092 VE ,70.0,1,3000.0,42.857142857142854,52.356497,4.92353
882,Saenredamstraat                       , 1072 CH ,35.0,2,2150.0,61.42857142857143,52.355726000000004,4.888708
883,Eef Kamerbeekstraat 88                       , 1095 MP ,45.0,1,2350.0,52.22222222222222,52.373422999999995,4.963585
884,Hageland 120                       , 1066 SB ,77.0,3,3500.0,45.45454545454545,52.345278,4.812051
885,Noorderstraat                       , 1017 TW ,70.0,3,3150.0,45.0,52.361218,4.89377
886,Geldersekade 27 C                       , 1011 EJ ,48.0,2,2000.0,41.66666666666666,52.375440999999995,4.9024160000000006
887,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
888,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
889,Joan Melchior Kemperstraat                       , 1051 TS ,39.0,2,2350.0,60.256410256410255,52.385021,4.874594
890,Van Walbeeckstraat 70 ll                       , 1058 CW ,58.0,4,2500.0,43.10344827586207,52.362035,4.851223
891,Prinsengracht 415 E                       , 1016 HM ,125.0,4,6200.0,49.6,52.371055,4.8831690000000005
892,Haarlemmermeerstraat 130 II                       , 1058 KH ,56.0,2,2150.0,38.392857142857146,52.352934999999995,4.850159
893,Saskia van Uijlenburgkade 134                       , 1058 GA ,98.0,3,3500.0,35.714285714285715,52.356496,4.846593
894,Loenermark                       , 1025 TB ,90.0,4,3000.0,33.333333333333336,52.399525,4.932976
895,Van Spilbergenstraat 88 H                       , 1057 RL ,65.0,2,3000.0,46.153846153846146,52.366748,4.851857
896,Zeeburgerstraat                       , 1018 AG ,100.0,3,4500.0,45.0,52.366462,4.925985
897,Herengracht                       , 1016 BE ,50.0,2,2500.0,50.0,52.365048,4.898317
