,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
1338,Willem de Zwijgerlaan                       , 1055 RD ,35.0,1,2500.0,71.42857142857143,52.371165999999995,4.863198000000001
1339,Overtoom                       , 1054 LK ,120.0,3,2950.0,24.58333333333333,52.361024,4.868881
1340,Fokke Simonszstraat                       , 1017 TE ,73.0,2,3650.0,50.0,52.360304,4.893629
1341,Rhijnvis Feithstraat                       , 1054 TZ ,60.0,3,3500.0,58.33333333333334,52.360008,4.8596580000000005
1342,Valeriusplein                       , 1075 BG ,80.0,3,3150.0,39.375,52.352601,4.864325
1343,Nieuwe Kerkstraat 115 III                       , 1018 VJ ,65.0,2,2300.0,35.384615384615394,52.364595,4.907394
1344,Stadhouderskade 88 F                       , 1073 AV ,32.0,2,2500.0,78.125,52.370497,4.91106
1345,Stadionkade 27 II+IV                       , 1077 VM ,160.0,8,4500.0,28.125,52.344694,4.870584
1346,Maarten Harpertszoon Trompstraat 12 H                       , 1056 HZ ,120.0,4,4450.0,37.083333333333336,52.372357,4.860174
1347,Bilderdijkkade 38 AH                       , 1053 VE ,64.0,3,3000.0,46.875,52.369267,4.868653
1348,Oudezijds Voorburgwal                       , 1012 GJ ,61.0,2,3500.0,57.377049180327866,52.372452,4.896855
1349,Nassaukade 56 1                       , 1052 CN ,74.0,2,3000.0,40.54054054054054,52.381121,4.878957
1350,Shackletonstraat 26 3                       , 1056 RM ,54.0,3,2150.0,39.81481481481481,52.372731,4.851373000000001
1351,Keizersgracht 153 I                       , 1015 CL ,80.0,2,3650.0,45.625,52.363101,4.981330000000001
1353,Willem de Zwijgerlaan 42 II                       , 1056 JS ,56.0,3,2150.0,38.392857142857146,52.371592,4.863971
1354,Reguliersdwarsstraat                       , 1017 BK ,70.0,3,3000.0,42.857142857142854,52.365895,4.894534999999999
1355,Tweede Tuindwarsstraat                       , 1015 RZ ,45.0,2,2500.0,55.55555555555557,52.377199,4.881825
1356,Kinkerstraat                       , 1053 EN ,45.0,2,2000.0,44.444444444444436,52.367585999999996,4.873204
1357,Haarlemmerstraat                       , 1013 EV ,45.0,2,1950.0,43.33333333333334,52.380313,4.8917839999999995
1358,Bernissestraat                       , 1079 ZW ,75.0,2,4450.0,59.33333333333334,52.341842,4.898516000000001
1359,Elzenhagensingel 469                       , 1022 LA ,90.0,3,2000.0,22.222222222222207,52.40218,4.930632
1360,Vossiusstraat                       , 1071 AC ,75.0,2,2500.0,33.333333333333336,52.360596,4.879137999999999
1361,Panamalaan 162                       , 1019 AZ ,147.0,4,4500.0,30.612244897959183,52.370418,4.934657
1362,Baden Powellweg                       , 1069 KW ,97.0,5,4200.0,43.298969072164965,52.348469,4.795243
1363,Gebed Zonder End 17 A                       , 1012 HS ,40.0,2,2500.0,62.5,52.369464,4.893701
1364,Jephtastraat 53 4                       , 1055 JS ,88.0,4,3050.0,34.65909090909091,52.380982,4.845413
1365,Admiraal De Ruijterweg                       , 1056 GP ,60.0,2,2700.0,45.0,52.370289,4.864089
1366,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1367,Sint Willibrordusstraat                       , 1074 XL ,50.0,2,2800.0,56.0,52.354517,4.902527
1368,Van Boshuizenstraat                       , 1083 AT ,75.0,3,3000.0,40.0,52.324681,4.870933999999999
1369,Frans van Mierisstraat 24 2                       , 1071 RT ,60.0,2,3500.0,58.33333333333334,52.354786,4.882899
1370,Vechtstraat                       , 1079 JW ,45.0,3,2300.0,51.111111111111114,52.344608,4.906866
1371,Rapenburg                       , 1011 TX ,50.0,1,2300.0,46.0,52.371419,4.908303
1372,Bos en Lommerplein 38                       , 1055 EK ,90.0,3,2500.0,27.777777777777786,52.378337,4.846841
1373,Surinameplein 24 1                       , 1058 GP ,70.0,3,2000.0,28.57142857142857,52.359026,4.853726
1374,Fagelstraat                       , 1052 GC ,45.0,2,2000.0,44.444444444444436,52.380299,4.8765529999999995
1375,Amstelveenseweg                       , 1075 VT ,80.0,3,4500.0,56.25,52.350707,4.856841999999999
1376,Prinsengracht                       , 1015 DT ,70.0,2,5000.0,71.42857142857143,52.362122,4.898975
1377,Termini 347                       , 1025 XM ,76.0,3,2000.0,26.315789473684212,52.401702,4.933954
1378,Prinsengracht                       , 1015 DS ,75.0,3,4050.0,54.0,52.366089,4.882537999999999
1379,Prinsengracht                       , 1015 DS ,90.0,3,4050.0,45.0,52.366089,4.882537999999999
1380,Brouwersgracht 60 3                       , 1013 GX ,118.0,3,3050.0,25.847457627118644,52.379424,4.8920330000000005
1382,Brouwersgracht                       , 1013 GW ,49.0,2,3000.0,61.224489795918366,52.381927000000005,4.885534
1383,Prins Hendrikkade                       , 1011 TC ,17.0,2,1850.0,108.82352941176471,52.378884,4.895995
1384,Ekingenstraat                       , 1069 GV ,82.0,4,3000.0,36.58536585365854,52.355441,4.797782
1385,Bloemgracht                       , 1016 KL ,75.0,3,5000.0,66.66666666666667,52.374453,4.880113
1386,Burgemeester Hogguerstraat 1169                       , 1064 EK ,88.0,5,5500.0,62.5,52.373118,4.828108
1387,Frieslandstraat 61                       , 1082 TL ,75.0,3,3500.0,46.66666666666666,52.333419,4.8780220000000005
1388,Geldersekade 119 III                       , 1011 EN ,100.0,2,4000.0,40.0,52.372937,4.90121
1389,Pieter Cornelisz. Hooftstraat 122 I                       , 1071 CD ,45.0,2,2300.0,51.111111111111114,52.359856,4.87879
1391,C. van Eesterenlaan                       , 1019 KE ,110.0,3,3250.0,29.54545454545455,52.373934000000006,4.937702
1392,Winterjanpad                       , 1036 KN ,69.0,3,1700.0,24.63768115942029,52.410644,4.9026819999999995
1393,Lia Doranastraat                       , 1031 HK ,86.0,3,3000.0,34.883720930232556,52.39386,4.8997779999999995
1394,Langswater 826                       , 1069 EH ,70.0,3,3000.0,42.857142857142854,52.359045,4.787959
1396,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1397,Rustenburgerstraat 138 A hs                       , 1073 GJ ,55.0,2,3000.0,54.54545454545455,52.352939,4.900974
1398,Staringstraat 9 C                       , 1054 VM ,80.0,3,4000.0,50.0,52.36213,4.8624089999999995
1399,Lijnbaansgracht 339 2                       , 1017 XA ,75.0,3,3150.0,42.0,52.360096,4.893071
1400,Beemsterstraat 546 C10                       , 1024 BV ,74.0,3,2500.0,33.78378378378378,52.396401000000004,4.951185
1401,Overschiestraat 170 B31                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1402,Overschiestraat 170 B26                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348849,4.839201
1403,Overschiestraat 170 B33                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1404,Overschiestraat 170 B28                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1405,Ceintuurbaan 177 bv                       , 1073 EJ ,166.0,4,7000.0,42.16867469879518,52.354661,4.900162
1406,Rosy Wertheimstraat 3                       , 1082 MZ ,45.0,1,2350.0,52.22222222222222,52.336079,4.876628
1407,Vondelstraat                       , 1054 GW ,65.0,2,3150.0,48.46153846153846,52.3622,4.8770620000000005
1408,Kinkerstraat 296 II                       , 1053 GC ,45.0,2,2500.0,55.55555555555557,52.365219,4.863797
1409,Keizersgracht 376 2-A                       , 1016 GA ,50.0,1,2500.0,50.0,52.369541,4.8841849999999996
1410,Saenredamstraat 10 3                       , 1072 CG ,80.0,3,4500.0,56.25,52.355697,4.887733
1411,Ardennenlaan                       , 1066 SE ,100.0,3,2600.0,26.0,52.346225,4.813926
1413,Reitzstraat 115                       , 1091 ZB ,45.0,2,2300.0,51.111111111111114,52.354022,4.917857
1414,Reestraat 11 1                       , 1016 DM ,30.0,2,2000.0,66.66666666666667,52.372309,4.884094999999999
1415,Sneeuwbalstraat                       , 1032 GX ,85.0,4,2600.0,30.588235294117645,52.396307,4.914018
1416,Joris Ivensplein 94                       , 1087 BP ,136.0,4,4300.0,31.617647058823533,52.358442,4.991017
1417,Joris Ivensplein 22                       , 1087 BP ,125.0,4,4050.0,32.4,52.359103000000005,4.989896
1419,Beethovenstraat 63 II                       , 1077 HN ,80.0,3,4450.0,55.625,52.347599,4.877301
1420,Gaasterlandstraat 248                       , 1079 RH ,65.0,2,2800.0,43.07692307692307,52.337674,4.895298
1421,Albert Cuypstraat 153 C                       , 1073 BC ,45.0,2,2800.0,62.22222222222222,52.35569,4.893565
1422,Spuistraat 201 B                       , 1012 VN ,47.0,2,2800.0,59.57446808510638,52.371753999999996,4.8896
1423,Bonairestraat 55 H                       , 1058 XD ,51.0,3,2150.0,42.15686274509804,52.361442,4.855165
1424,Bos en Lommerplantsoen                       , 1055 AA ,27.0,1,2500.0,92.5925925925926,52.376121999999995,4.845535
1425,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1426,Derkinderenstraat 180                       , 1061 VX ,101.0,4,2500.0,24.752475247524753,52.36782,4.840655
1427,Stadhouderskade 128 I                       , 1074 AV ,75.0,3,3050.0,40.66666666666666,52.357815,4.90001
1428,Graafschapstraat                       , 1079 PE ,55.0,2,1950.0,35.45454545454545,52.339456,4.894278
1429,Oostenburgermiddenstraat                       , 1018 LL ,61.0,2,2800.0,45.901639344262286,52.372924,4.92961
1431,Akersingel                       , 1060 NK ,87.0,4,3000.0,34.48275862068966,52.352937,4.776396
1432,Simon Stevinstraat                       , 1097 CA ,58.0,3,2500.0,43.10344827586207,52.353345000000004,4.926324
1433,Herengracht                       , 1015 BT ,240.0,5,2500.0,10.416666666666666,52.365048,4.898317
1434,Gloriantstraat 14 3                       , 1055 CV ,70.0,4,5000.0,71.42857142857143,52.379077,4.853441
1435,Vaartstraat 34 1                       , 1075 RP ,45.0,2,2300.0,51.111111111111114,52.350549,4.855281
1436,Prinsengracht                       , 1015 DT ,130.0,3,3650.0,28.07692307692308,52.362122,4.898975
1437,Kastelenstraat                       , 1082 EE ,80.0,3,3000.0,37.5,52.326621,4.879523000000001
1438,Beethovenstraat 73 B                       , 1077 HP ,72.0,2,3000.0,41.66666666666666,52.347275,4.877231
1439,Martini van Geffenstraat 76                       , 1068 GL ,90.0,3,4000.0,44.444444444444436,52.35778,4.803008
1440,Molenpad                       , 1016 GM ,47.0,2,2500.0,53.19148936170214,52.366963,4.883444
1441,Laurierstraat 184 1                       , 1016 PS ,55.0,3,2800.0,50.90909090909091,52.37161,4.878376
1442,Kees Broekmanstraat 66                       , 1095 MS ,90.0,3,1950.0,21.66666666666667,52.372409999999995,4.964334
1443,Cornelis Schuytstraat                       , 1071 JJ ,60.0,2,3500.0,58.33333333333334,52.354268,4.872013
1444,Rozengracht 76 I                       , 1016 NE ,190.0,5,4500.0,23.684210526315788,52.373451,4.8801760000000005
1445,Rombout Hogerbeetsstraat                       , 1052 XE ,55.0,3,3000.0,54.54545454545455,52.377606,4.873691
1446,Reggestraat                       , 1078 CZ ,56.0,3,4000.0,71.42857142857143,52.347634,4.901834
1447,Korte Meerhuizenstraat                       , 1078 TL ,69.0,2,3050.0,44.20289855072464,52.34825,4.906915000000001
1448,Dusartstraat 6 hs                       , 1072 HR ,54.0,2,3000.0,55.55555555555557,52.352888,4.888895
1449,Rokin                       , 1012 LD ,125.0,2,4450.0,35.6,52.369731,4.892156
1450,Houthavenkade 106                       , 1014 ZB ,46.0,2,3500.0,76.08695652173913,52.394346,4.876453
1451,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1453,Simon Stevinstraat 10 1                       , 1097 BZ ,43.0,2,2350.0,54.65116279069768,52.354197,4.927909
1454,Bloys van Treslongstraat                       , 1056 WV ,52.0,3,2000.0,38.46153846153846,52.375682,4.862101999999999
1456,Osdorpplein                       , 1068 TB ,83.0,3,2500.0,30.120481927710838,52.358808,4.803176000000001
1457,Osdorpplein                       , 1068 TB ,71.0,3,3000.0,42.25352112676056,52.358808,4.803176000000001
1458,Groen van Prinstererstraat                       , 1051 EK ,50.0,2,2000.0,40.0,52.383303999999995,4.872180999999999
1459,Rozengracht 15 B                       , 1016 LP ,55.0,2,2500.0,45.45454545454545,52.373613,4.882186
1460,Admiraliteitstraat                       , 1018 KP ,56.0,2,2800.0,50.0,52.368501,4.9243559999999995
1461,Lampongstraat 18 1                       , 1094 AV ,51.0,2,2000.0,39.215686274509814,52.390446999999995,4.945323999999999
1462,Valeriusstraat                       , 1075 GJ ,60.0,3,3000.0,50.0,52.353221999999995,4.865353
1465,Tweede Anjeliersdwarsstraat 22 2                       , 1015 NT ,49.0,2,3500.0,71.42857142857143,52.377483000000005,4.881525
1466,Westerstraat 248 I                       , 1015 MT ,55.0,2,2500.0,45.45454545454545,52.377998999999996,4.880271
1468,Prinsengracht 193 3                       , 1015 DS ,140.0,3,5500.0,39.285714285714285,52.366089,4.882537999999999
1469,IJburglaan                       , 1087 EN ,95.0,3,2500.0,26.315789473684212,52.368507,4.971287
1472,Javastraat                       , 1094 GZ ,65.0,2,2800.0,43.07692307692307,52.363438,4.94246
1473,Eef Kamerbeekstraat 520                       , 1095 MP ,82.0,3,2500.0,30.48780487804878,52.371586,4.967366999999999
1475,Admiraal De Ruijterweg 137 III                       , 1056 EZ ,85.0,3,4000.0,47.05882352941178,52.373554999999996,4.858706
1476,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1477,Da Costakade                       , 1052 SJ ,60.0,2,3500.0,58.33333333333334,52.369755,4.872422
1478,Ruysdaelstraat 92 K                       , 1071 XH ,50.0,2,2800.0,56.0,52.353651,4.880711
1479,Egidiusstraat                       , 1055 GT ,73.0,3,2150.0,29.45205479452055,52.37894,4.850918
1480,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1481,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1482,Eendrachtstraat 28 II                       , 1078 XZ ,175.0,7,7000.0,40.0,52.345195000000004,4.888937
1483,Legmeerstraat 62 2V                       , 1058 NG ,24.0,1,2500.0,104.16666666666669,52.352104,4.851211
1484,Brittenburg 17                       , 1082 BS ,69.0,3,2750.0,39.85507246376812,52.326111,4.871446
1485,Koxhorn 19 1                       , 1082 EW ,76.0,2,3000.0,39.473684210526315,52.325632,4.872903
1486,Keizersgracht                       , 1015 CW ,90.0,2,3500.0,38.888888888888886,52.364336,4.892515
1487,Gustav Mahlerlaan                       , 1082 MK ,81.0,3,5500.0,67.90123456790124,52.336678000000006,4.877193
1488,Gouwenaarssteeg 20                       , 1012 MZ ,28.0,2,2500.0,89.2857142857143,52.378551,4.894573
1489,Tweede Atjehstraat 20 I                       , 1094 LG ,63.0,3,2500.0,39.68253968253968,52.361875,4.933123999999999
1490,Holendrechtstraat                       , 1078 TT ,40.0,1,2100.0,52.5,52.349028000000004,4.908976999999999
1491,Andreas Bonnstraat 38 1                       , 1091 BA ,50.0,2,2500.0,50.0,52.359272999999995,4.913881
1492,Carnapstraat                       , 1062 KT ,73.0,2,2500.0,34.246575342465746,52.354139,4.8392919999999995
1493,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1496,Bos en Lommerplein 24                       , 1055 EK ,80.0,3,2500.0,31.25,52.378346,4.846855000000001
1497,Van Woustraat                       , 1073 LL ,82.0,2,3000.0,36.58536585365854,52.357733,4.899289
1498,Nieuwezijds Voorburgwal 169 F                       , 1012 RK ,60.0,2,2750.0,45.83333333333334,52.372113,4.8910279999999995
1499,Keizersgracht                       , 1017 DM ,112.0,2,4750.0,42.410714285714285,52.364336,4.892515
1501,Derde Helmersstraat                       , 1054 BG ,41.0,1,3000.0,73.17073170731706,52.364996000000005,4.876265
1504,Jisperveldstraat 464                       , 1024 AX ,85.0,4,2000.0,23.52941176470589,52.399817,4.951387
1507,Sloterkade 65 2                       , 1058 HH ,30.0,1,2350.0,78.33333333333333,52.354529,4.853002
1508,Erasmusgracht 19 2                       , 1056 BB ,45.0,2,3000.0,66.66666666666667,52.375093,4.846954
1509,Grimbergenstraat                       , 1066 JT ,34.0,1,2000.0,58.82352941176471,52.344357,4.810287000000001
1510,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
1511,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1512,Schippersgracht                       , 1011 TS ,90.0,3,3000.0,33.333333333333336,52.370736,4.912281
1513,Het Breed 515                       , 1025 HT ,95.0,3,3000.0,31.578947368421048,52.396572,4.939151
1515,Van Heenvlietlaan 186                       , 1083 CM ,113.0,4,4300.0,38.05309734513274,52.327461,4.882212
1516,Prinsengracht                       , 1016 HK ,55.0,2,4000.0,72.72727272727273,52.366089,4.882537999999999
1517,Valkenburgerstraat                       , 1011 NC ,100.0,2,3500.0,35.0,52.369578000000004,4.906694
1518,Wilhelminastraat                       , 1054 VZ ,50.0,2,1700.0,34.0,52.361416,4.862565
1519,Jan Olphert Vaillantlaan                       , 1086 ZA ,60.0,3,2150.0,35.833333333333336,52.362457,4.979589
1521,Lauriergracht                       , 1016 RV ,48.0,2,2500.0,52.08333333333334,52.371294,4.879935
1523,Wiborgeiland                       , 1014 ZC ,102.0,3,2950.0,28.92156862745098,52.393456,4.87726
1524,Kranenburg                       , 1083 JM ,95.0,4,2500.0,26.315789473684212,52.332446999999995,4.881834
1525,IJdoornlaan                       , 1034 BM ,54.0,2,2300.0,42.5925925925926,52.404161,4.927333
1526,Eosstraat 416                       , 1076 DT ,91.0,3,2500.0,27.47252747252747,52.345942,4.854103
1527,Wibautstraat 66 K                       , 1091 GN ,43.0,1,2000.0,46.511627906976734,52.355973999999996,4.910343
1529,Krooswijkhof 85                       , 1082 PB ,128.0,3,3000.0,23.4375,52.334644,4.880678
1530,Johannes Verhulststraat 62 2                       , 1071 NG ,85.0,3,4450.0,52.352941176470594,52.355126,4.874117
1531,Rijnstraat                       , 1078 RB ,75.0,3,4050.0,54.0,52.348776,4.9042010000000005
1532,Evertsweertplantsoen 38                       , 1069 RL ,70.0,2,2000.0,28.57142857142857,52.355588,4.792307
1533,Parnassusweg                       , 1076 AT ,55.0,2,2150.0,39.09090909090909,52.335035,4.868999
1534,Warmoesstraat 46 B                       , 1012 JE ,70.0,2,4200.0,60.0,52.375554,4.898314
1535,Schierstins 73                       , 1082 TD ,72.0,3,2500.0,34.72222222222222,52.333622999999996,4.875246
1536,Spuistraat                       , 1012 VP ,65.0,3,4450.0,68.46153846153847,52.37056,4.889144
1538,Derde Helmersstraat 74 1                       , 1054 BL ,67.0,2,3000.0,44.77611940298507,52.364784,4.87518
1539,Klaas Katerstraat                       , 1069 RT ,150.0,6,4500.0,30.0,52.350321,4.796086
1540,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
1541,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1542,Ecuplein 15                       , 1060 RN ,86.0,3,2500.0,29.06976744186047,52.349234,4.7852440000000005
1543,Bloemstraat 36 E                       , 1016 LC ,45.0,2,2500.0,55.55555555555557,52.374375,4.881794999999999
1544,Jacob Burggraafstraat 174                       , 1018 WA ,102.0,2,2150.0,21.07843137254902,52.371666999999995,4.922986
1545,Niasstraat                       , 1095 TS ,55.0,3,2800.0,50.90909090909091,52.365027000000005,4.942769
1547,Graafschapstraat                       , 1079 PE ,55.0,2,2500.0,45.45454545454545,52.339456,4.894278
1548,Paardenstraat 2 F                       , 1017 CX ,75.0,2,1700.0,22.66666666666667,52.366586,4.898216000000001
1549,Van der Duijnstraat                       , 1051 AT ,65.0,3,2150.0,33.07692307692308,52.384195,4.877771
1550,Recht Boomssloot 63 3                       , 1011 CV ,65.0,3,2000.0,30.76923076923077,52.372398,4.903389
1551,Hestiastraat                       , 1076 DK ,80.0,3,3050.0,38.125,52.345754,4.856197
1552,Westermarkt 15 B                       , 1016 DH ,62.0,2,3500.0,56.45161290322582,52.373872999999996,4.884165
1553,Meer en Vaart 6 A                       , 1068 ZZ ,120.0,4,2500.0,20.83333333333333,52.358948,4.807396
1554,Leliegracht 49 4                       , 1016 GT ,74.0,2,4300.0,58.1081081081081,52.375654,4.884615
1555,Stadhouderskade 142 I                       , 1074 BA ,157.0,4,7600.0,48.40764331210191,52.358086,4.901308
1556,Eosstraat                       , 1076 DT ,94.0,3,3150.0,33.51063829787234,52.346015,4.8552610000000005
1557,Stadionweg                       , 1076 NM ,60.0,2,3000.0,50.0,52.345615,4.859659
1559,Tintorettostraat 17 II                       , 1077 RN ,166.0,5,2950.0,17.77108433734939,52.347136,4.869895
1560,Wamberg 69                       , 1083 CZ ,118.0,4,4500.0,38.135593220338976,52.327548,4.885981
1561,Van Speijkstraat                       , 1057 GZ ,65.0,2,2300.0,35.384615384615394,52.368808,4.8603879999999995
1562,Faas Wilkesstraat                       , 1095 MD ,85.0,4,3150.0,37.058823529411775,52.372890000000005,4.968642
1563,Dijkgraafplein                       , 1069 EV ,99.0,4,2500.0,25.25252525252525,52.356327,4.786068
1564,Gibraltarstraat                       , 1055 NK ,50.0,3,2500.0,50.0,52.384051,4.850001
1565,Stadionplein                       , 1076 CK ,75.0,3,2150.0,28.66666666666667,52.344975,4.856643
1566,Eerste Van der Helststraat                       , 1073 AA ,70.0,3,3150.0,45.0,52.356993,4.892697
1567,Gerard Doustraat 69 B                       , 1072 VL ,55.0,2,3000.0,54.54545454545455,52.355792,4.891269
1568,Rondeel 56                       , 1083 ME ,100.0,3,2500.0,25.0,52.327574,4.881419
1569,Vondelstraat 122 3                       , 1054 GS ,70.0,2,3500.0,50.0,52.361242,4.873078
1571,Parnassusweg 159                       , 1077 DE ,110.0,4,4450.0,40.45454545454545,52.343319,4.868692
1572,Staalkade 6 H                       , 1011 JN ,62.0,3,3500.0,56.45161290322582,52.367738,4.897963
1574,Bos en Lommerplantsoen 43 A                       , 1055 AA ,30.0,1,2500.0,83.33333333333333,52.376791,4.844659
1575,Termini 463                       , 1025 XM ,75.0,3,3000.0,40.0,52.401740000000004,4.9340019999999996
1576,Termini 419                       , 1025 XM ,69.0,3,2300.0,33.333333333333336,52.401809,4.934037
1577,Bilderdijkstraat 195 3A                       , 1053 KS ,30.0,2,2300.0,76.66666666666667,52.366589000000005,4.8729569999999995
1578,Rustenburgerstraat 303 1                       , 1073 GE ,50.0,3,4000.0,80.0,52.351991999999996,4.8960230000000005
1579,Omval 261                       , 1096 HR ,80.0,3,3500.0,43.75,52.344245,4.915994
1581,Markonstraat 3                       , 1096 GA ,141.0,4,2500.0,17.730496453900713,52.339395,4.917887
1582,Billie Holidaystraat                       , 1066 HA ,30.0,2,1300.0,43.33333333333334,52.342771,4.823815
1583,Mosplein 8 C                       , 1031 AA ,83.0,3,2000.0,24.09638554216868,52.392409,4.913469
1584,Volewijkshof 32                       , 1031 AH ,96.0,5,3000.0,31.25,52.391159,4.913519
1585,Oudezijds Voorburgwal 171 C                       , 1012 EV ,55.0,2,2300.0,41.81818181818182,52.371965,4.896375
1586,Berenstraat                       , 1016 GH ,45.0,1,2500.0,55.55555555555557,52.370433,4.882517
1587,Eerste Tuindwarsstraat                       , 1015 RV ,34.0,2,2500.0,73.52941176470588,52.377595,4.883729
1589,Groenhoven 751                       , 1103 LX ,14.0,1,1500.0,107.14285714285714,52.326223999999996,4.976108
1590,Marco Polostraat                       , 1057 WR ,60.0,2,3000.0,50.0,52.370862,4.855134
1591,Huidekoperstraat 22 K                       , 1017 ZM ,90.0,2,4450.0,49.444444444444436,52.359099,4.8976180000000005
1592,Plantage Kerklaan 10 1                       , 1018 TA ,59.0,3,2200.0,37.288135593220346,52.365671,4.911332
1593,Albert Cuypstraat                       , 1072 CR ,52.0,2,2800.0,53.84615384615386,52.354637,4.886776
1594,Burgemeester Fockstraat                       , 1063 EB ,91.0,5,2500.0,27.47252747252747,52.382259000000005,4.833741000000001
1595,Hobbemakade                       , 1071 XK ,75.0,2,3500.0,46.66666666666666,52.350559999999994,4.885511
1597,Amstel                       , 1018 EK ,75.0,2,3500.0,46.66666666666666,52.366979,4.895543
1598,Brederodestraat                       , 1054 VC ,65.0,3,2350.0,36.153846153846146,52.360696000000004,4.861962
1599,Kinkerstraat 59 IV                       , 1053 DE ,65.0,4,3150.0,48.46153846153846,52.367244,4.872641000000001
1600,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1602,Fagelstraat 71 2                       , 1052 EZ ,57.0,3,3500.0,61.403508771929815,52.380101,4.875811
1603,Nicolaas Maesstraat                       , 1071 PR ,65.0,3,2500.0,38.46153846153846,52.354105,4.878023000000001
1606,Leidsegracht 24 4                       , 1016 CL ,80.0,2,3150.0,39.375,52.387005,4.884428
1607,Kiefskamp                       , 1082 JZ ,105.0,3,5000.0,47.61904761904761,52.330428999999995,4.87253
1608,Binnen Brouwersstraat                       , 1013 EE ,97.0,4,5700.0,58.762886597938135,52.380010999999996,4.890532
1610,Willemsstraat 204                       , 1015 JG ,90.0,3,4500.0,50.0,52.38102,4.882468
1611,Willemsstraat 206                       , 1015 JG ,90.0,3,4500.0,50.0,52.381011,4.882439
1612,Willemsstraat 208                       , 1015 JG ,89.0,3,4500.0,50.56179775280898,52.381001,4.882395
1613,Preangerstraat 11 D                       , 1095 GZ ,89.0,3,1700.0,19.101123595505623,52.361177000000005,4.94356
1614,Emmy Andriessestraat 328                       , 1087 ML ,119.0,4,2000.0,16.80672268907563,52.348519,5007176.0
1615,Koopvaardersplantsoen 20                       , 1034 KE ,94.0,3,1700.0,18.08510638297872,52.406104,4.915218
1617,De Wittenkade 55 C                       , 1052 AD ,90.0,3,3900.0,43.33333333333334,52.383979,4.878895
1618,De Wittenkade 11 E                       , 1052 AA ,103.0,4,3000.0,29.12621359223301,52.382735,4.8758099999999995
1619,Derde Oosterparkstraat 248                       , 1092 EL ,57.0,2,3000.0,52.631578947368425,52.358321999999994,4.923419
1620,Jan van Zutphenstraat                       , 1069 RR ,97.0,3,2600.0,26.804123711340214,52.349978,4.799207
1622,Kijkduinstraat                       , 1055 XP ,54.0,3,2300.0,42.5925925925926,52.383184,4.853087
1623,Elizabeth Cady Stantonplein                       , 1102 BL ,28.0,1,1850.0,66.07142857142857,52.315881,4.952572
1624,Govert Flinckstraat 122 1                       , 1072 EM ,70.0,2,4000.0,57.14285714285714,52.354541,4.890843
1625,Nassaukade                       , 1052 CE ,85.0,4,4000.0,47.05882352941178,52.379571999999996,4.878407
1626,Vondelstraat 57 pt                       , 1054 GK ,80.0,3,4350.0,54.375,52.361503000000006,4.875125
1627,Langswater 859                       , 1069 EH ,65.0,3,2500.0,38.46153846153846,52.359054,4.788018
1628,Raamdwarsstraat 4                       , 1016 XN ,75.0,3,3500.0,46.66666666666666,52.365975,4.880452
1629,Solitudolaan                       , 1096 DS ,94.0,3,2950.0,31.38297872340425,52.34125,4.921543
1630,Lindenhoeveweg                       , 1096 DT ,64.0,3,3000.0,46.875,52.340525,4.921696
1631,Faas Wilkesstraat 163 A                       , 1095 MD ,73.0,2,2700.0,36.98630136986301,52.373594,4.968041
1633,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1634,Bolestein 392                       , 1081 EG ,93.0,3,3000.0,32.25806451612903,52.324358000000004,4.858534
1635,Prins Hendrikkade 129 4V                       , 1011 AP ,70.0,3,3000.0,42.857142857142854,52.373925,4.905281
